Trinity_protein	sseqid.x	evalue.x
TRINITY_DN9063_c0_g1_i2	sp|Q1LUA8|EI3EB_DANRE	2.17e-78
TRINITY_DN9063_c0_g1_i3	sp|Q1LUA8|EI3EB_DANRE	4.08e-79
TRINITY_DN9088_c0_g1_i4	sp|O74351|NFS1_SCHPO	0
TRINITY_DN9088_c0_g1_i6	sp|O74351|NFS1_SCHPO	0
TRINITY_DN9088_c0_g1_i5	sp|O74351|NFS1_SCHPO	0
TRINITY_DN9088_c0_g1_i1	sp|O74351|NFS1_SCHPO	0
TRINITY_DN9069_c0_g1_i7	sp|Q9SZ67|WRK19_ARATH	5.92e-06
TRINITY_DN9069_c0_g1_i7	sp|Q9SZ67|WRK19_ARATH	0.003
TRINITY_DN9069_c0_g1_i7	sp|Q9SZ67|WRK19_ARATH	1.6
TRINITY_DN9069_c0_g1_i1	sp|Q9SZ67|WRK19_ARATH	6.11e-08
TRINITY_DN9069_c0_g1_i1	sp|Q9SZ67|WRK19_ARATH	1.02e-06
TRINITY_DN9069_c0_g1_i1	sp|Q9SZ67|WRK19_ARATH	0.006
TRINITY_DN9069_c0_g1_i10	sp|Q9SZ67|WRK19_ARATH	2.9e-08
TRINITY_DN9069_c0_g1_i10	sp|Q9SZ67|WRK19_ARATH	5.14e-07
TRINITY_DN9069_c0_g1_i10	sp|Q9SZ67|WRK19_ARATH	0.003
TRINITY_DN9069_c0_g1_i3	sp|Q9SZ67|WRK19_ARATH	6.51e-08
TRINITY_DN9069_c0_g1_i3	sp|Q9SZ67|WRK19_ARATH	1.08e-06
TRINITY_DN9069_c0_g1_i3	sp|Q9SZ67|WRK19_ARATH	0.006
TRINITY_DN9069_c0_g1_i11	sp|Q9SZ67|WRK19_ARATH	6.16e-08
TRINITY_DN9069_c0_g1_i11	sp|Q9SZ67|WRK19_ARATH	1.03e-06
TRINITY_DN9069_c0_g1_i11	sp|Q9SZ67|WRK19_ARATH	0.006
TRINITY_DN9072_c0_g1_i1	sp|B3LGE9|ARO1_YEAS1	0.29
TRINITY_DN9072_c0_g1_i12	sp|B3LGE9|ARO1_YEAS1	0.32
TRINITY_DN9072_c1_g3_i1	sp|Q9CAE3|FLD_ARATH	0.004
TRINITY_DN9021_c0_g2_i1	sp|Q91WM3|U3IP2_MOUSE	1.62e-58
TRINITY_DN9021_c0_g2_i2	sp|Q91WM3|U3IP2_MOUSE	4.57e-58
TRINITY_DN9016_c0_g2_i1	sp|Q9Y6F1|PARP3_HUMAN	2.63e-120
TRINITY_DN9076_c0_g1_i3	sp|Q6P806|SAM50_XENTR	3.53e-09
TRINITY_DN9076_c0_g1_i6	sp|Q6P806|SAM50_XENTR	2.22e-09
TRINITY_DN9076_c0_g1_i2	sp|Q6P806|SAM50_XENTR	3.43e-09
TRINITY_DN9076_c0_g1_i5	sp|Q6P806|SAM50_XENTR	2.77e-09
TRINITY_DN9003_c0_g2_i7	sp|P21258|OGL_DICD3	2.6
TRINITY_DN9003_c0_g2_i8	sp|Q9QVC8|FKBP4_RAT	7.68e-22
TRINITY_DN9003_c0_g2_i8	sp|Q9QVC8|FKBP4_RAT	0.03
TRINITY_DN9003_c0_g2_i1	sp|Q9QVC8|FKBP4_RAT	2.21e-21
TRINITY_DN9003_c0_g2_i1	sp|Q9QVC8|FKBP4_RAT	0.045
TRINITY_DN9003_c0_g1_i1	sp|Q6INM2|SETD6_XENLA	3.8e-17
TRINITY_DN9055_c0_g1_i3	sp|Q5R5J8|ZDHC9_PONAB	2.86e-17
TRINITY_DN9055_c0_g1_i1	sp|P59268|ZDHC9_MOUSE	3.19e-17
TRINITY_DN9055_c0_g1_i2	sp|E1BLT8|ZDHC5_BOVIN	1.9e-17
TRINITY_DN9055_c0_g1_i4	sp|Q5R5J8|ZDHC9_PONAB	2.48e-17
TRINITY_DN9055_c0_g1_i5	sp|P59268|ZDHC9_MOUSE	2.75e-17
TRINITY_DN9051_c0_g1_i2	sp|Q6AY71|CH037_RAT	1.5e-15
TRINITY_DN9090_c0_g2_i2	sp|Q9ULJ7|ANR50_HUMAN	4.06e-10
TRINITY_DN9090_c0_g2_i2	sp|Q9ULJ7|ANR50_HUMAN	7.44e-06
TRINITY_DN9090_c0_g2_i2	sp|Q9ULJ7|ANR50_HUMAN	0.2
TRINITY_DN9090_c0_g2_i2	sp|Q9ULJ7|ANR50_HUMAN	2.1
TRINITY_DN9015_c0_g3_i1	sp|F4KBM7|AVT6B_ARATH	1.21e-07
TRINITY_DN9004_c0_g1_i1	sp|Q6IUY1|RHBL3_TOXGO	2.52e-24
TRINITY_DN9004_c0_g1_i3	sp|Q6IUY1|RHBL3_TOXGO	2.02e-24
TRINITY_DN9033_c0_g1_i2	sp|Q88IU5|SYQ_PSEPK	0
TRINITY_DN9033_c0_g1_i4	sp|Q88IU5|SYQ_PSEPK	0
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	7.58e-65
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	6.97e-26
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	7.96e-24
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	6.63e-08
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	4.65e-06
TRINITY_DN9032_c1_g1_i1	sp|Q6PAV2|HERC4_MOUSE	2.23e-05
TRINITY_DN9045_c0_g1_i4	sp|P46283|S17P_ARATH	4.92e-77
TRINITY_DN9045_c0_g1_i2	sp|P46283|S17P_ARATH	2.24e-76
TRINITY_DN9045_c0_g1_i6	sp|P46283|S17P_ARATH	1.35e-76
TRINITY_DN9045_c0_g1_i5	sp|P46283|S17P_ARATH	5.88e-77
TRINITY_DN9045_c0_g1_i3	sp|P46283|S17P_ARATH	9.94e-77
TRINITY_DN9014_c1_g1_i7	sp|Q57656|PUR5_METJA	2.84e-26
TRINITY_DN9014_c1_g1_i11	sp|Q57656|PUR5_METJA	3.51e-26
TRINITY_DN9014_c1_g1_i4	sp|Q57656|PUR5_METJA	2.98e-26
TRINITY_DN9014_c1_g1_i13	sp|Q57656|PUR5_METJA	3.46e-26
TRINITY_DN9014_c1_g1_i15	sp|Q57656|PUR5_METJA	3.32e-26
TRINITY_DN9014_c1_g1_i8	sp|Q57656|PUR5_METJA	3.11e-26
TRINITY_DN9014_c1_g1_i3	sp|Q57656|PUR5_METJA	3.39e-26
TRINITY_DN9014_c1_g1_i6	sp|Q57656|PUR5_METJA	2.98e-26
TRINITY_DN19145_c0_g1_i2	sp|Q6DI40|TTC33_DANRE	1.71e-16
TRINITY_DN19145_c0_g1_i1	sp|Q6DI40|TTC33_DANRE	1.88e-16
TRINITY_DN19144_c0_g1_i2	sp|Q8VZE7|RAP_ARATH	0.006
TRINITY_DN19144_c0_g1_i1	sp|Q8VZE7|RAP_ARATH	0.006
TRINITY_DN19165_c0_g4_i1	sp|P82145|FABPL_CHAVI	3.9
TRINITY_DN19152_c0_g1_i1	sp|Q2RWS1|BCHL_RHORT	0.41
TRINITY_DN19152_c0_g1_i2	sp|Q2RWS1|BCHL_RHORT	0.4
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	9.47e-29
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	3.15e-28
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	8.73e-28
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	3.01e-27
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	0.008
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	0.02
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	0.04
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	0.041
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	0.064
TRINITY_DN19121_c0_g2_i1	sp|H2QII6|RBP2_PANTR	3.8
TRINITY_DN19142_c0_g1_i1	sp|Q5FPX9|ENGB_GLUOX	3.59e-35
TRINITY_DN19142_c0_g1_i3	sp|Q5FPX9|ENGB_GLUOX	3.94e-35
TRINITY_DN19142_c0_g1_i2	sp|Q5FPX9|ENGB_GLUOX	3.89e-35
TRINITY_DN19133_c0_g1_i2	sp|Q2KIA4|SCD5_BOVIN	2.44e-69
TRINITY_DN19133_c0_g1_i6	sp|Q2KIA4|SCD5_BOVIN	2.67e-69
TRINITY_DN19133_c0_g1_i5	sp|Q2KIA4|SCD5_BOVIN	1.18e-69
TRINITY_DN19133_c0_g1_i3	sp|Q2KIA4|SCD5_BOVIN	1.05e-69
TRINITY_DN19115_c0_g1_i2	sp|A2ZI32|GT3_ORYSI	2.19e-05
TRINITY_DN19115_c0_g1_i1	sp|A2ZI32|GT3_ORYSI	2.38e-05
TRINITY_DN19153_c0_g2_i2	sp|Q6JDV7|POLK_ARATH	2.7e-34
TRINITY_DN19153_c0_g2_i1	sp|Q9UBT6|POLK_HUMAN	5.34e-20
TRINITY_DN19182_c0_g1_i3	sp|Q8VCQ6|SMS1_MOUSE	0.02
TRINITY_DN19182_c0_g1_i1	sp|Q8VCQ6|SMS1_MOUSE	0.027
TRINITY_DN19143_c0_g2_i1	sp|Q28GW8|MELK_XENTR	4.85e-13
TRINITY_DN19104_c0_g3_i1	sp|Q95PJ8|TM2D3_CAEEL	2.09e-07
TRINITY_DN19104_c0_g3_i4	sp|Q95PJ8|TM2D3_CAEEL	2.49e-07
TRINITY_DN19104_c0_g3_i3	sp|Q95PJ8|TM2D3_CAEEL	2.22e-07
TRINITY_DN19104_c0_g3_i2	sp|Q95PJ8|TM2D3_CAEEL	2.35e-07
TRINITY_DN19180_c0_g1_i1	sp|P44573|OPDA_HAEIN	4
TRINITY_DN19117_c0_g1_i1	sp|A8MZ26|EFCB9_HUMAN	2.7
TRINITY_DN19194_c0_g1_i1	sp|Q86H13|PDE4_DICDI	1.93e-24
TRINITY_DN19194_c0_g2_i1	sp|P14100|PDE1A_BOVIN	9.12e-16
TRINITY_DN19187_c0_g1_i3	sp|Q5UNT8|YL678_MIMIV	2.1e-07
TRINITY_DN19187_c0_g1_i5	sp|Q5UNT8|YL678_MIMIV	2.33e-07
TRINITY_DN19135_c0_g1_i3	sp|Q5AYN6|CD123_EMENI	6.7e-24
TRINITY_DN19135_c0_g1_i2	sp|Q5AYN6|CD123_EMENI	3.61e-23
TRINITY_DN19135_c0_g1_i1	sp|Q5AYN6|CD123_EMENI	5.63e-44
TRINITY_DN19135_c0_g1_i4	sp|Q5AYN6|CD123_EMENI	1.06e-44
TRINITY_DN19123_c0_g1_i2	sp|Q8VHK9|DHX36_MOUSE	0
TRINITY_DN19123_c0_g1_i1	sp|Q8VHK9|DHX36_MOUSE	0
TRINITY_DN19100_c0_g1_i10	sp|P38166|SFT2_YEAST	1.3e-12
TRINITY_DN19100_c0_g1_i13	sp|P38166|SFT2_YEAST	1.3e-12
TRINITY_DN19100_c0_g1_i9	sp|P38166|SFT2_YEAST	1.05e-12
TRINITY_DN19100_c0_g1_i3	sp|P38166|SFT2_YEAST	1.05e-12
TRINITY_DN19100_c0_g1_i6	sp|P38166|SFT2_YEAST	6.41e-13
TRINITY_DN19173_c0_g1_i1	sp|O14040|DI3L2_SCHPO	3.42e-58
TRINITY_DN19199_c0_g1_i1	sp|C5BC48|TRMA_EDWI9	9.37e-12
TRINITY_DN19199_c0_g2_i1	sp|Q15NK9|TRMA_PSEA6	8.13e-37
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	7.37e-34
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	9.61e-31
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	6.81e-26
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	1.79e-25
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	3.55e-24
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	1.7e-23
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	2.76e-23
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	5.97e-19
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	1.81e-11
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	6.81e-11
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	2.17e-06
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	0.004
TRINITY_DN19154_c0_g1_i7	sp|Q02525|ZFP39_MOUSE	0.9
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	1.58e-22
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	3.02e-20
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	6.64e-18
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	1.79e-17
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	3.24e-14
TRINITY_DN19154_c0_g1_i6	sp|P18737|ZG8_XENLA	1.39e-12
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	8.41e-33
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	5.21e-32
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	1.56e-31
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	2.95e-28
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	1.24e-27
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	1.36e-26
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	4.03e-25
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	3.41e-24
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	4.14e-18
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	7.98e-15
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	5.98e-09
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	4.57e-07
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	0.001
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	0.009
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	0.027
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	0.04
TRINITY_DN19154_c0_g1_i8	sp|Q02525|ZFP39_MOUSE	0.66
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	6.1e-67
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	9.53e-60
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	5.74e-59
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	1.16e-53
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	1.27e-47
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	1.26e-40
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	9.39e-08
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	5.27e-05
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	0.00016
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	0.000468
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	0.001
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	3.1
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	4.8
TRINITY_DN19154_c0_g1_i2	sp|Q80YP6|ZIK1_MOUSE	5.6
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	2.19e-97
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	2.42e-96
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	2.08e-92
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	3.89e-87
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	5.02e-09
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	2.95e-08
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	5.17e-08
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	6.34e-08
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	5.76e-07
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	1.2e-06
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	2.59e-06
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	9.74e-06
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	1.95e-05
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	5.82e-05
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	0.000199
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	0.026
TRINITY_DN19154_c0_g1_i12	sp|P51786|ZN157_HUMAN	1.1
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	1.55e-28
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	2.24e-26
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	3.29e-24
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	5.35e-22
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	8.35e-17
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	8.52e-17
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	1.76e-16
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	2.26e-16
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	5.79e-16
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	2.72e-15
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	8.48e-08
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	1.79e-07
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	6.01e-07
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	9.68e-06
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	0.005
TRINITY_DN19154_c0_g1_i5	sp|Q02525|ZFP39_MOUSE	0.007
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	1.01e-86
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	4.26e-86
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	2.28e-82
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	4.59e-76
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	0.51
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	0.56
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	3.3
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	4.8
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	5.1
TRINITY_DN19154_c0_g1_i4	sp|P51786|ZN157_HUMAN	5.4
TRINITY_DN19188_c0_g1_i3	sp|Q0WVW7|RQL5_ARATH	2.69e-69
TRINITY_DN19188_c0_g1_i1	sp|Q0WVW7|RQL5_ARATH	2.42e-69
TRINITY_DN19140_c0_g1_i1	sp|Q39UC4|F16PA_GEOMG	0.29
TRINITY_DN19140_c0_g1_i3	sp|Q39UC4|F16PA_GEOMG	0.28
TRINITY_DN19197_c0_g1_i1	sp|Q8IZQ1|WDFY3_HUMAN	1.51e-150
TRINITY_DN19120_c0_g2_i1	sp|P01031|CO5_HUMAN	3.7
TRINITY_DN19112_c0_g1_i2	sp|Q94K01|DBR1_ARATH	1.26e-28
TRINITY_DN19159_c0_g1_i1	sp|Q32PJ6|CIAO1_BOVIN	1.07e-65
TRINITY_DN19159_c0_g1_i1	sp|Q32PJ6|CIAO1_BOVIN	8.06e-09
TRINITY_DN19159_c0_g1_i1	sp|Q32PJ6|CIAO1_BOVIN	3.85e-07
TRINITY_DN19159_c0_g1_i2	sp|Q32PJ6|CIAO1_BOVIN	8.12e-66
TRINITY_DN19159_c0_g1_i2	sp|Q32PJ6|CIAO1_BOVIN	7.79e-09
TRINITY_DN19159_c0_g1_i2	sp|Q32PJ6|CIAO1_BOVIN	3.73e-07
TRINITY_DN19124_c0_g1_i3	sp|O14815|CAN9_HUMAN	2.14e-14
TRINITY_DN19124_c0_g1_i2	sp|O14815|CAN9_HUMAN	2.09e-14
TRINITY_DN19185_c0_g1_i1	sp|Q7XWP1|CPSF1_ORYSJ	1.65e-29
TRINITY_DN45548_c0_g1_i1	sp|Q8TD57|DYH3_HUMAN	1.35e-32
TRINITY_DN45552_c0_g1_i1	sp|Q9LUQ6|RL192_ARATH	4.52e-70
TRINITY_DN45591_c0_g1_i1	sp|Q6AXR5|S35A3_RAT	1.95e-28
TRINITY_DN45520_c0_g1_i1	sp|P25339|PUF4_YEAST	2.87e-16
TRINITY_DN45520_c0_g1_i1	sp|P25339|PUF4_YEAST	0.001
TRINITY_DN45524_c0_g1_i1	sp|B2UNH4|GCSP_AKKM8	1.02e-104
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	2.44e-20
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	1.78e-16
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	2.21e-15
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	3.73e-14
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	5.59e-13
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	1.55e-11
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	3.75e-11
TRINITY_DN45555_c0_g1_i1	sp|Q4UMH6|Y381_RICFE	3.6e-05
TRINITY_DN45575_c0_g1_i1	sp|P0CL18|EIF2D_RABIT	1.03e-129
TRINITY_DN45508_c0_g1_i1	sp|Q9SFE9|GONS5_ARATH	8.2e-26
TRINITY_DN45506_c0_g1_i1	sp|Q1KKS3|PDE11_TAKRU	3.3
TRINITY_DN45589_c0_g1_i1	sp|Q9WUM7|HIPK2_MESAU	6.46e-79
TRINITY_DN45586_c0_g1_i1	sp|Q0D4J7|SAPK2_ORYSJ	5.61e-15
TRINITY_DN19224_c0_g1_i1	sp|Q6D454|PNCB_PECAS	1.8
TRINITY_DN19201_c0_g1_i4	sp|Q8VWI1|ERD2B_ARATH	1.22e-07
TRINITY_DN19201_c0_g1_i1	sp|O94270|ERD2_SCHPO	0.015
TRINITY_DN19201_c0_g1_i2	sp|Q8VWI1|ERD2B_ARATH	1.15e-07
TRINITY_DN19201_c0_g1_i7	sp|Q8VWI1|ERD2B_ARATH	6.51e-08
TRINITY_DN19201_c0_g1_i6	sp|Q8VWI1|ERD2B_ARATH	5.17e-09
TRINITY_DN19201_c0_g1_i5	sp|Q8VWI1|ERD2B_ARATH	5.82e-08
TRINITY_DN19203_c0_g1_i1	sp|Q8CGS6|DPOLQ_MOUSE	7.19e-26
TRINITY_DN19266_c0_g1_i7	sp|Q6DD70|AB17C_XENLA	5.09e-50
TRINITY_DN19266_c0_g1_i2	sp|Q6DD70|AB17C_XENLA	6.05e-52
TRINITY_DN19266_c0_g1_i3	sp|Q6DD70|AB17C_XENLA	8.74e-51
TRINITY_DN19254_c0_g1_i1	sp|P61025|CKS1_MOUSE	1.24e-39
TRINITY_DN19219_c0_g2_i1	sp|G0S9J5|RSP5_CHATD	1.89e-39
TRINITY_DN19202_c0_g1_i2	sp|A5D7H2|STRN3_BOVIN	1.65e-172
TRINITY_DN19202_c0_g1_i1	sp|A5D7H2|STRN3_BOVIN	9.21e-171
TRINITY_DN19202_c0_g1_i1	sp|A5D7H2|STRN3_BOVIN	3.36e-63
TRINITY_DN19202_c0_g1_i3	sp|A5D7H2|STRN3_BOVIN	1.17e-170
TRINITY_DN19202_c0_g1_i3	sp|A5D7H2|STRN3_BOVIN	3.3e-63
TRINITY_DN19284_c0_g1_i1	sp|A4FAQ5|DXS_SACEN	0.18
TRINITY_DN19214_c0_g1_i1	sp|A3EWL3|REV1_ARATH	1.58e-41
TRINITY_DN19212_c0_g1_i2	sp|Q9P7G9|KAPS_SCHPO	3.85e-61
TRINITY_DN19212_c0_g1_i4	sp|Q9P7G9|KAPS_SCHPO	1.01e-60
TRINITY_DN19212_c0_g1_i3	sp|Q92203|KAPS_EMENI	7.92e-61
TRINITY_DN19220_c0_g1_i1	sp|O30511|FUCT_HELPX	5.61e-08
TRINITY_DN19220_c0_g1_i1	sp|O30511|FUCT_HELPX	1.16e-07
TRINITY_DN19218_c1_g1_i1	sp|D1GY43|UBA5_DROAN	6.8
TRINITY_DN19218_c0_g1_i1	sp|Q9BXJ9|NAA15_HUMAN	0
TRINITY_DN19225_c0_g2_i1	sp|Q553V1|CISYM_DICDI	1.83e-161
TRINITY_DN19246_c0_g1_i1	sp|Q86UD5|SL9B2_HUMAN	1.4e-53
TRINITY_DN19285_c0_g1_i1	sp|A8IUG5|CFA99_CHLRE	5.57e-43
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	1.67e-17
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	2.3e-15
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	9.56e-11
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	4.73e-09
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	8.76e-09
TRINITY_DN19256_c0_g2_i2	sp|Q8VZ10|SOQ1_ARATH	0.039
TRINITY_DN19256_c0_g2_i1	sp|Q8VZ10|SOQ1_ARATH	1.86e-23
TRINITY_DN19256_c0_g2_i1	sp|Q8VZ10|SOQ1_ARATH	1.96e-21
TRINITY_DN19256_c0_g2_i1	sp|Q8VZ10|SOQ1_ARATH	5.28e-14
TRINITY_DN19256_c0_g2_i1	sp|Q8VZ10|SOQ1_ARATH	2.09e-07
TRINITY_DN19217_c0_g1_i1	sp|Q54C92|CSN6_DICDI	3.13e-51
TRINITY_DN19217_c0_g1_i3	sp|Q54C92|CSN6_DICDI	2.23e-51
TRINITY_DN19299_c0_g1_i2	sp|Q6VTH5|RSPH1_CYPCA	2.79e-13
TRINITY_DN19299_c0_g1_i2	sp|Q6VTH5|RSPH1_CYPCA	0.003
TRINITY_DN19299_c0_g1_i1	sp|Q6VTH5|RSPH1_CYPCA	7.38e-12
TRINITY_DN19299_c0_g1_i1	sp|Q6VTH5|RSPH1_CYPCA	0.017
TRINITY_DN19283_c0_g2_i1	sp|P16157|ANK1_HUMAN	7.87e-15
