"Trinity_protein" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" "TRINITY_DN21464_c0_g1_i1" "tr|A0A1Q9E613|A0A1Q9E613_SYMMI" 38.298 611 346 10 801 2570 567 1167 6.69e-116 382
"12346" "TRINITY_DN24833_c0_g1_i2" "tr|A0A1Q9ETQ3|A0A1Q9ETQ3_SYMMI" 35.537 121 75 3 377 24 1081 1201 7.11e-13 72.8
"12347" "TRINITY_DN24845_c0_g1_i1" "tr|A0A1J0KJL1|A0A1J0KJL1_9DINO" 62.205 127 44 2 1031 654 75 198 6.84e-45 154
"12348" "TRINITY_DN24845_c0_g2_i4" "tr|A0A1Q9E229|A0A1Q9E229_SYMMI" 29.117 419 265 9 185 1375 2649 3057 4.08e-54 200
"12349" "TRINITY_DN24845_c0_g2_i2" "tr|A0A1Q9E229|A0A1Q9E229_SYMMI" 29.117 419 265 9 185 1375 2649 3057 1.64e-53 200
"12350" "TRINITY_DN24893_c1_g2_i1" "tr|A0A1Q9F1W6|A0A1Q9F1W6_SYMMI" 28.924 446 286 9 1434 112 354 773 4.8e-29 122
"12351" "TRINITY_DN50082_c0_g1_i1" "tr|A0A1Q9EJ32|A0A1Q9EJ32_SYMMI" 52.51 259 105 3 18 740 304 562 1.12e-83 277
"12352" "TRINITY_DN50063_c0_g1_i1" "tr|A0A1Q9DQS6|A0A1Q9DQS6_SYMMI" 40.816 98 54 1 116 397 520 617 1.37e-17 79
"12353" "TRINITY_DN50063_c0_g1_i1" "tr|A0A1Q9DQS6|A0A1Q9DQS6_SYMMI" 41.935 93 52 1 83 355 1154 1246 4e-15 71.6
"12354" "TRINITY_DN50010_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 37.288 236 142 5 225 932 366 595 3.03e-29 120
"12355" "TRINITY_DN50010_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 34.361 227 144 4 252 932 407 628 5.68e-23 102
"12356" "TRINITY_DN50010_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 34.146 205 128 4 246 857 438 636 3.17e-22 99.8
"12357" "TRINITY_DN50010_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 31.188 202 125 5 246 848 471 659 2.03e-12 70.1
"12358" "TRINITY_DN50010_c0_g1_i1" "tr|A0A1Q9CCU0|A0A1Q9CCU0_SYMMI" 31.333 150 99 1 495 932 314 463 1.61e-11 67
"12359" "TRINITY_DN50055_c0_g1_i1" "tr|A0A1Q9EPA6|A0A1Q9EPA6_SYMMI" 40.856 257 130 5 759 4 869 1108 2.65e-52 183
"12360" "TRINITY_DN50002_c0_g1_i1" "tr|A0A1Q9DAT3|A0A1Q9DAT3_SYMMI" 45.455 110 60 0 557 228 216 325 7.73e-23 95.5
"12361" "TRINITY_DN50090_c0_g1_i1" "tr|A0A1Q9EL19|A0A1Q9EL19_SYMMI" 55.172 116 51 1 2 346 1444 1559 4.61e-39 139
"12362" "TRINITY_DN50029_c0_g1_i1" "tr|A0A1Q9D7G6|A0A1Q9D7G6_SYMMI" 62.963 189 65 2 6 557 192 380 6.48e-78 249
"12363" "TRINITY_DN15707_c0_g2_i1" "tr|A0A1Q9D0E5|A0A1Q9D0E5_SYMMI" 29.615 260 114 9 594 1298 268 483 5.71e-17 84.7
"12364" "TRINITY_DN15747_c0_g2_i1" "tr|A0A1Q9DR61|A0A1Q9DR61_SYMMI" 29.302 215 125 9 266 841 208 418 3.77e-14 74.3
"12365" "TRINITY_DN15747_c0_g1_i1" "tr|A0A1Q9DR61|A0A1Q9DR61_SYMMI" 29.744 195 114 6 507 1040 230 418 2.29e-14 75.5
"12366" "TRINITY_DN15737_c0_g1_i1" "tr|A0A1Q9EA87|A0A1Q9EA87_SYMMI" 51.688 385 175 6 1517 375 176 553 1.98e-131 400
"12367" "TRINITY_DN15764_c0_g1_i1" "tr|A0A1Q9EBV9|A0A1Q9EBV9_SYMMI" 34.432 273 141 5 822 106 9 277 2.28e-33 130
"12368" "TRINITY_DN15748_c2_g1_i1" "tr|A0A1Q9DQQ7|A0A1Q9DQQ7_SYMMI" 55.833 120 50 1 1495 1145 12 131 3.52e-39 140
"12369" "TRINITY_DN15748_c2_g1_i3" "tr|A0A1Q9DQQ7|A0A1Q9DQQ7_SYMMI" 55.833 120 50 1 1654 1304 12 131 6.78e-39 140
"12370" "TRINITY_DN15748_c0_g2_i1" "tr|A0A1Q9ENE7|A0A1Q9ENE7_SYMMI" 30.165 547 305 19 2090 525 371 865 5.83e-55 205
"12371" "TRINITY_DN15748_c0_g2_i2" "tr|A0A1Q9ENE7|A0A1Q9ENE7_SYMMI" 30.165 547 305 19 2285 720 371 865 1.59e-54 205
"12372" "TRINITY_DN15715_c0_g4_i1" "tr|A0A1Q9DLE1|A0A1Q9DLE1_SYMMI" 57.143 147 60 2 114 554 664 807 6.4e-50 186
"12373" "TRINITY_DN15729_c0_g1_i5" "tr|A0A1Q9E987|A0A1Q9E987_SYMMI" 28.261 276 139 12 133 846 435 689 1.47e-14 77
"12374" "TRINITY_DN15729_c0_g1_i2" "tr|A0A1Q9E987|A0A1Q9E987_SYMMI" 28.261 276 139 12 133 846 435 689 1.21e-14 77
"12375" "TRINITY_DN15729_c0_g1_i6" "tr|A0A1Q9C1L1|A0A1Q9C1L1_SYMMI" 38.462 91 51 2 145 405 280 369 3.6e-11 66.2
"12376" "TRINITY_DN15729_c0_g1_i3" "tr|A0A1Q9E987|A0A1Q9E987_SYMMI" 28.261 276 139 12 133 846 435 689 1.78e-14 77
"12377" "TRINITY_DN15786_c0_g1_i3" "tr|A3E4C4|A3E4C4_PROMN" 29.299 314 183 8 2595 1711 1 294 1.74e-29 120
"12378" "TRINITY_DN15786_c0_g1_i4" "tr|A3E4C4|A3E4C4_PROMN" 29.299 314 183 8 2581 1697 1 294 1.73e-29 120
"12379" "TRINITY_DN15733_c1_g1_i3" "tr|A0A1Q9BRR3|A0A1Q9BRR3_SYMMI" 50.704 71 33 1 45 257 36 104 4.85e-14 73.2
"12380" "TRINITY_DN15733_c1_g1_i4" "tr|A0A1Q9BRR3|A0A1Q9BRR3_SYMMI" 50.704 71 33 1 45 257 36 104 5.29e-14 73.2
"12381" "TRINITY_DN15733_c1_g1_i1" "tr|A0A1Q9BRR3|A0A1Q9BRR3_SYMMI" 50.704 71 33 1 45 257 36 104 2.79e-14 73.2
"12382" "TRINITY_DN15722_c1_g1_i5" "tr|A0A1Q9EB48|A0A1Q9EB48_SYMMI" 32.278 474 287 9 1844 483 326 785 4.69e-58 217
"12383" "TRINITY_DN15750_c0_g1_i2" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 41.525 118 56 3 693 340 846 950 4.8e-13 69.3
"12384" "TRINITY_DN15750_c0_g1_i2" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 40.741 108 55 2 645 322 823 921 1.09e-12 68.2
"12385" "TRINITY_DN15750_c0_g1_i3" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 37.162 148 80 3 897 454 817 951 2.08e-13 73.6
"12386" "TRINITY_DN15750_c0_g1_i3" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 36.232 138 79 3 1101 688 823 951 3.46e-13 72.8
"12387" "TRINITY_DN15746_c0_g2_i1" "tr|A0A1Q9CV29|A0A1Q9CV29_SYMMI" 40.845 142 84 0 861 1286 2441 2582 3.51e-25 112
"12388" "TRINITY_DN15746_c0_g2_i1" "tr|A0A1Q9CV29|A0A1Q9CV29_SYMMI" 43.939 132 71 3 195 587 1053 1182 1.85e-22 104
"12389" "TRINITY_DN15709_c0_g1_i1" "tr|A0A1Q9EHY9|A0A1Q9EHY9_SYMMI" 46.759 216 110 4 74 718 62 273 5.8e-58 186
"12390" "TRINITY_DN15708_c0_g4_i1" "tr|A0A1Q9ETF3|A0A1Q9ETF3_SYMMI" 25.22 341 200 12 1279 398 240 572 1.53e-15 82
"12391" "TRINITY_DN3440_c3_g1_i2" "tr|A0A1Q9EFK6|A0A1Q9EFK6_SYMMI" 34.16 363 196 10 5368 4301 976 1302 6.93e-48 190
"12392" "TRINITY_DN3440_c3_g1_i1" "tr|A0A1Q9EFK6|A0A1Q9EFK6_SYMMI" 34.16 363 196 10 5367 4300 976 1302 6.93e-48 190
"12393" "TRINITY_DN3440_c1_g1_i2" "tr|A0A1Q9CQD2|A0A1Q9CQD2_SYMMI" 30.605 562 323 16 2417 858 619 1155 4.39e-58 219
"12394" "TRINITY_DN3440_c1_g1_i2" "tr|A0A1Q9CQD2|A0A1Q9CQD2_SYMMI" 38.095 147 81 2 683 243 1282 1418 8.25e-23 106
"12395" "TRINITY_DN3494_c0_g1_i2" "tr|A3E3V9|A3E3V9_PFIPI" 40.964 83 49 0 109 357 3 85 2.36e-16 75.5
"12396" "TRINITY_DN3494_c0_g1_i1" "tr|A3E3V9|A3E3V9_PFIPI" 40.964 83 49 0 109 357 3 85 2.38e-16 75.5
"12397" "TRINITY_DN3403_c1_g2_i2" "tr|A0A1Q9DJW9|A0A1Q9DJW9_SYMMI" 44.828 145 80 0 116 550 19 163 3.18e-27 119
"12398" "TRINITY_DN3403_c1_g2_i8" "tr|A0A1Q9DJW9|A0A1Q9DJW9_SYMMI" 44.828 145 80 0 119 553 19 163 2.86e-27 119
"12399" "TRINITY_DN3403_c1_g2_i7" "tr|A0A1Q9DJW9|A0A1Q9DJW9_SYMMI" 44.828 145 80 0 116 550 19 163 2.38e-28 119
"12400" "TRINITY_DN3403_c0_g2_i1" "tr|A0A1Q9DAT1|A0A1Q9DAT1_SYMMI" 62.948 251 91 2 1110 361 254 503 1.96e-96 316
"12401" "TRINITY_DN3414_c0_g1_i2" "tr|A0A1Q9BYE8|A0A1Q9BYE8_SYMMI" 79.487 78 16 0 633 400 21 98 4.16e-39 140
"12402" "TRINITY_DN3414_c0_g1_i3" "tr|A0A1Q9BYE8|A0A1Q9BYE8_SYMMI" 79.487 78 16 0 421 188 21 98 1.99e-39 140
"12403" "TRINITY_DN3466_c0_g1_i2" "tr|A0A1Q9DQK1|A0A1Q9DQK1_SYMMI" 87.903 372 45 0 1832 717 14 385 0 689
"12404" "TRINITY_DN3431_c0_g1_i3" "tr|A0A1Q9CBX5|A0A1Q9CBX5_SYMMI" 31.955 266 141 8 967 275 977 1237 1.53e-28 117
"12405" "TRINITY_DN3431_c0_g1_i4" "tr|A0A1Q9CBX5|A0A1Q9CBX5_SYMMI" 31.955 266 141 8 1255 563 977 1237 1.02e-27 117
"12406" "TRINITY_DN3431_c0_g1_i2" "tr|A0A1Q9CBX5|A0A1Q9CBX5_SYMMI" 31.955 266 141 8 1294 602 977 1237 1.26e-27 117
"12407" "TRINITY_DN3454_c0_g1_i2" "tr|A0A1Q9CAU5|A0A1Q9CAU5_SYMMI" 25.765 392 233 19 1887 772 501 854 1.44e-15 82.8
"12408" "TRINITY_DN3454_c0_g1_i1" "tr|A0A1Q9CAU5|A0A1Q9CAU5_SYMMI" 25.765 392 233 19 1688 573 501 854 1.21e-15 82.8
"12409" "TRINITY_DN3454_c0_g2_i11" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 124 2379 4 690 3.64e-23 108
"12410" "TRINITY_DN3454_c0_g2_i4" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 182 2437 4 690 2.75e-23 108
"12411" "TRINITY_DN3454_c0_g2_i6" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 182 2437 4 690 3.35e-23 108
"12412" "TRINITY_DN3454_c0_g2_i9" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 124 2379 4 690 2.85e-23 108
"12413" "TRINITY_DN3454_c0_g2_i10" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 124 2379 4 690 4.24e-23 108
"12414" "TRINITY_DN3454_c0_g2_i14" "tr|A0A1Q9E566|A0A1Q9E566_SYMMI" 23.744 796 454 30 124 2379 4 690 3.52e-23 108
"12415" "TRINITY_DN3407_c0_g1_i3" "tr|A0A1Q9CRG8|A0A1Q9CRG8_SYMMI" 60.489 491 194 0 197 1669 87 577 0 655
"12416" "TRINITY_DN3407_c0_g1_i7" "tr|A0A1Q9CRG8|A0A1Q9CRG8_SYMMI" 60.489 491 194 0 197 1669 87 577 0 655
"12417" "TRINITY_DN3499_c0_g2_i2" "tr|A0A1Q9C9T0|A0A1Q9C9T0_SYMMI" 28.035 453 249 19 732 1901 164 602 2.02e-33 139
"12418" "TRINITY_DN3499_c0_g2_i1" "tr|A0A1Q9C9T0|A0A1Q9C9T0_SYMMI" 28.035 453 249 19 732 1901 164 602 2.04e-33 139
"12419" "TRINITY_DN3406_c0_g2_i6" "tr|A0A1Q9C1S3|A0A1Q9C1S3_SYMMI" 33.898 236 104 5 1718 1023 1523 1710 5.31e-29 126
"12420" "TRINITY_DN3406_c0_g2_i1" "tr|A0A1Q9C1S3|A0A1Q9C1S3_SYMMI" 33.898 236 104 5 3109 2414 1523 1710 1.77e-28 126
"12421" "TRINITY_DN3406_c0_g1_i4" "tr|A0A1Q9EEK5|A0A1Q9EEK5_SYMMI" 34.254 181 102 6 785 267 43 214 6.6e-24 102
"12422" "TRINITY_DN3406_c0_g1_i5" "tr|A0A1Q9EEK5|A0A1Q9EEK5_SYMMI" 34.254 181 102 6 1465 947 43 214 8.59e-24 102
"12423" "TRINITY_DN3406_c0_g1_i1" "tr|A0A1Q9EEK5|A0A1Q9EEK5_SYMMI" 34.254 181 102 6 867 349 43 214 6.85e-24 102
"12424" "TRINITY_DN3406_c0_g1_i3" "tr|A0A1Q9EEK5|A0A1Q9EEK5_SYMMI" 34.254 181 102 6 1383 865 43 214 8.35e-24 102
"12425" "TRINITY_DN3428_c0_g1_i7" "tr|A0A1Q9BX52|A0A1Q9BX52_SYMMI" 34.975 203 107 5 590 1144 14 209 3.26e-23 99.8
"12426" "TRINITY_DN3428_c0_g1_i3" "tr|A0A1Q9BX52|A0A1Q9BX52_SYMMI" 34.975 203 107 5 590 1144 14 209 3.92e-23 99.8
"12427" "TRINITY_DN3453_c0_g1_i5" "tr|A0A1Q9DAS3|A0A1Q9DAS3_SYMMI" 45.982 448 228 4 2862 1549 1047 1490 6.57e-111 379
"12428" "TRINITY_DN3453_c0_g1_i4" "tr|A0A1Q9DAS3|A0A1Q9DAS3_SYMMI" 45.982 448 228 4 2847 1534 1047 1490 5.85e-111 379
"12429" "TRINITY_DN3453_c0_g1_i3" "tr|A0A1Q9DAS3|A0A1Q9DAS3_SYMMI" 45.982 448 228 4 2904 1591 1047 1490 9.07e-111 379
"12430" "TRINITY_DN3408_c0_g1_i1" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.268 410 233 11 29 1189 577 952 9.44e-41 162
"12431" "TRINITY_DN3408_c0_g1_i4" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.238 407 231 11 225 1376 579 951 1.43e-38 155
"12432" "TRINITY_DN3408_c0_g1_i2" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.484 407 230 12 35 1186 579 951 2.13e-38 157
"12433" "TRINITY_DN3408_c0_g1_i6" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.484 407 230 12 35 1186 579 951 5.52e-39 157
"12434" "TRINITY_DN3408_c0_g1_i3" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.484 407 230 12 35 1186 579 951 4.27e-39 157
"12435" "TRINITY_DN3408_c0_g1_i7" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.238 407 231 11 225 1376 579 951 6.64e-38 155
"12436" "TRINITY_DN3408_c0_g1_i5" "tr|A0A1Q9CF02|A0A1Q9CF02_SYMMI" 29.484 407 230 12 35 1186 579 951 4.05e-39 157
"12437" "TRINITY_DN3472_c0_g1_i4" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 72.549 102 26 2 80 385 113 212 3.88e-34 122
"12438" "TRINITY_DN3472_c0_g1_i4" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 70.103 97 27 2 83 373 5 99 1.21e-29 110
"12439" "TRINITY_DN3472_c0_g1_i1" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 72.549 102 26 2 80 385 113 212 9.37e-34 122
"12440" "TRINITY_DN3472_c0_g1_i1" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 70.103 97 27 2 83 373 5 99 2.79e-29 110
"12441" "TRINITY_DN3472_c0_g1_i2" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 72.549 102 26 2 80 385 113 212 2.06e-33 122
"12442" "TRINITY_DN3472_c0_g1_i2" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 70.103 97 27 2 83 373 5 99 5.81e-29 110
"12443" "TRINITY_DN3472_c0_g1_i3" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 72.549 102 26 2 80 385 113 212 1.54e-33 122
"12444" "TRINITY_DN3472_c0_g1_i3" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 70.103 97 27 2 83 373 5 99 4.43e-29 110
"12445" "TRINITY_DN3472_c0_g1_i5" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 72.549 102 26 2 80 385 113 212 7.55e-33 122
"12446" "TRINITY_DN3472_c0_g1_i5" "tr|A0A1Q9E7R3|A0A1Q9E7R3_SYMMI" 70.103 97 27 2 83 373 5 99 1.9e-28 110
"12447" "TRINITY_DN3421_c0_g1_i1" "tr|A0A1Q9C0Y4|A0A1Q9C0Y4_SYMMI" 24.064 374 236 11 134 1183 1716 2065 3.29e-18 91.7
"12448" "TRINITY_DN3421_c0_g3_i4" "tr|A0A1Q9EVA6|A0A1Q9EVA6_SYMMI" 32.168 143 74 4 509 910 1091 1219 2.82e-13 73.2
"12449" "TRINITY_DN3429_c0_g1_i2" "tr|A0A1Q9DHX7|A0A1Q9DHX7_SYMMI" 25.679 405 272 11 1342 188 122 517 3.21e-19 92
"12450" "TRINITY_DN3486_c0_g1_i14" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.571 140 89 4 717 310 410 549 9.05e-15 74.3
"12451" "TRINITY_DN3486_c0_g1_i14" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.582 134 85 4 693 304 389 522 1.31e-14 73.9
"12452" "TRINITY_DN3486_c0_g1_i6" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 29.464 224 122 7 743 84 391 582 4.03e-15 77.4
"12453" "TRINITY_DN3486_c0_g1_i6" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.133 166 106 5 920 438 388 553 2.73e-14 74.7
"12454" "TRINITY_DN3486_c0_g1_i6" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.824 136 86 4 941 546 410 545 3.07e-13 71.6
"12455" "TRINITY_DN3486_c0_g1_i6" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 29.814 161 101 5 491 21 391 543 4.04e-13 71.2
"12456" "TRINITY_DN3486_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 37.5 88 52 3 520 266 389 476 3.72e-13 58.2
"12457" "TRINITY_DN3486_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 31.25 80 45 4 248 21 470 543 3.72e-13 34.7
"12458" "TRINITY_DN3486_c0_g1_i2" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 36.458 96 58 3 544 266 410 505 1.58e-11 63.2
"12459" "TRINITY_DN3486_c0_g1_i3" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.571 140 89 4 699 292 410 549 7.96e-15 74.3
"12460" "TRINITY_DN3486_c0_g1_i3" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.582 134 85 4 675 286 389 522 1.15e-14 73.9
"12461" "TRINITY_DN3486_c0_g1_i13" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 32.886 149 83 5 628 194 410 545 9.81e-15 73.6
"12462" "TRINITY_DN3486_c0_g1_i13" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 34.043 141 76 5 604 194 389 516 3.28e-14 72
"12463" "TRINITY_DN3486_c0_g1_i5" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 37.6 125 74 4 395 33 391 515 4.97e-19 82.8
"12464" "TRINITY_DN3486_c0_g1_i5" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 37.903 124 73 4 395 36 420 543 9.61e-19 82
"12465" "TRINITY_DN3486_c0_g1_i8" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 37.333 75 45 2 613 395 391 465 9.67e-15 52.8
"12466" "TRINITY_DN3486_c0_g1_i8" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 31.081 74 49 2 372 157 472 545 9.67e-15 45.4
"12467" "TRINITY_DN3486_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.571 140 89 4 684 277 410 549 7.13e-15 74.3
"12468" "TRINITY_DN3486_c0_g1_i1" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.582 134 85 4 660 271 389 522 1.03e-14 73.9
"12469" "TRINITY_DN3486_c0_g1_i10" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.121 157 100 5 620 165 389 545 2.61e-15 75.5
"12470" "TRINITY_DN3486_c0_g1_i10" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.824 136 86 4 644 249 410 545 1.05e-14 73.6
"12471" "TRINITY_DN3486_c0_g1_i9" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 29.747 158 95 4 518 81 410 563 2.6e-12 65.5
"12472" "TRINITY_DN3486_c0_g1_i15" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.133 166 106 5 840 358 388 553 1.51e-14 75.1
"12473" "TRINITY_DN3486_c0_g1_i15" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 33.824 136 86 4 861 466 410 545 2.1e-13 71.6
"12474" "TRINITY_DN3486_c0_g1_i15" "tr|A0A1Q9BXG7|A0A1Q9BXG7_SYMMI" 29.48 173 91 6 663 157 391 536 7.23e-12 67
"12475" "TRINITY_DN3486_c0_g2_i1" "tr|A0A1Q9CI44|A0A1Q9CI44_SYMMI" 42.029 69 38 2 204 4 118 186 6.23e-11 57.4
"12476" "TRINITY_DN3496_c0_g1_i2" "tr|A0A1Q9E897|A0A1Q9E897_SYMMI" 47.74 354 177 5 1347 301 7 357 1.31e-95 296
"12477" "TRINITY_DN3496_c0_g1_i1" "tr|A0A1Q9E897|A0A1Q9E897_SYMMI" 47.74 354 177 5 1621 575 7 357 1.89e-94 296
"12478" "TRINITY_DN3426_c0_g1_i1" "tr|A0A1Q9CNS4|A0A1Q9CNS4_SYMMI" 24.786 468 275 13 154 1473 27 445 1.2e-24 110
"12479" "TRINITY_DN3435_c0_g4_i1" "tr|A0A1Q9DDQ6|A0A1Q9DDQ6_SYMMI" 61.728 81 31 0 341 99 467 547 1.19e-26 106
"12480" "TRINITY_DN3435_c0_g4_i2" "tr|A0A1Q9DDQ6|A0A1Q9DDQ6_SYMMI" 52.252 111 47 1 413 99 437 547 2.48e-27 114
"12481" "TRINITY_DN3409_c0_g1_i1" "tr|A0A1Q9CRB1|A0A1Q9CRB1_SYMMI" 43.304 224 121 3 877 218 1194 1415 4.55e-49 182
"12482" "TRINITY_DN3409_c0_g1_i2" "tr|A0A1Q9CRB1|A0A1Q9CRB1_SYMMI" 42.358 229 124 4 1050 376 1172 1396 1.03e-45 174
"12483" "TRINITY_DN3445_c0_g1_i2" "tr|A0A1Q9D9Y4|A0A1Q9D9Y4_SYMMI" 33.929 784 397 22 3707 1485 348 1053 1.36e-111 385
"12484" "TRINITY_DN3473_c1_g1_i1" "tr|A7WQ33|A7WQ33_NOCSC" 97.222 72 2 0 216 1 23 94 1.97e-46 144
"12485" "TRINITY_DN3473_c0_g1_i2" "tr|Q0R0E9|Q0R0E9_9DINO" 98.039 51 1 0 153 1 1 51 1.73e-28 101
"12486" "TRINITY_DN3473_c0_g1_i2" "tr|Q0R0E9|Q0R0E9_9DINO" 98.039 51 1 0 153 1 77 127 1.73e-28 101
"12487" "TRINITY_DN3473_c0_g1_i1" "tr|Q0R0E9|Q0R0E9_9DINO" 98.98 98 1 0 294 1 30 127 2e-65 196
"12488" "TRINITY_DN3473_c0_g1_i1" "tr|Q0R0E9|Q0R0E9_9DINO" 100 71 0 0 294 82 106 176 5.62e-45 144
"12489" "TRINITY_DN3473_c0_g1_i1" "tr|Q0R0E9|Q0R0E9_9DINO" 98.039 51 1 0 153 1 1 51 4.59e-28 100
"12490" "TRINITY_DN3473_c1_g2_i1" "tr|A7WQ33|A7WQ33_NOCSC" 89.655 29 3 0 89 3 1 29 4.83e-11 54.3
"12491" "TRINITY_DN3462_c0_g1_i1" "tr|A7YXE6|A7YXE6_AMPCA" 72.043 93 25 1 817 539 25 116 2.24e-44 149
"12492" "TRINITY_DN3410_c0_g1_i1" "tr|A0A1Q9EFM0|A0A1Q9EFM0_SYMMI" 49.315 365 154 7 1484 447 249 601 4.89e-97 329
"12493" "TRINITY_DN3410_c0_g1_i2" "tr|A0A1Q9EFM0|A0A1Q9EFM0_SYMMI" 49.315 365 154 7 1484 447 249 601 4.89e-97 329
"12494" "TRINITY_DN3476_c0_g2_i2" "tr|A0A1Q9D9W9|A0A1Q9D9W9_SYMMI" 35.955 178 109 2 83 616 386 558 1.94e-30 122
"12495" "TRINITY_DN3476_c0_g2_i1" "tr|A0A1Q9D9W9|A0A1Q9D9W9_SYMMI" 35.955 178 109 2 83 616 386 558 2.2e-30 122
"12496" "TRINITY_DN3400_c0_g1_i2" "tr|A0A1Q9D3G5|A0A1Q9D3G5_SYMMI" 32.646 291 181 6 582 1418 172 459 3.37e-36 145
"12497" "TRINITY_DN3400_c0_g1_i1" "tr|A0A1Q9D3G5|A0A1Q9D3G5_SYMMI" 32.646 291 181 6 593 1429 172 459 3.58e-36 145
"12498" "TRINITY_DN3400_c0_g1_i4" "tr|A0A1Q9D3G5|A0A1Q9D3G5_SYMMI" 32.963 270 164 8 96 866 194 459 3.26e-32 129
"12499" "TRINITY_DN3459_c0_g1_i10" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 36.735 343 178 11 117 1049 22 357 7.16e-55 196
"12500" "TRINITY_DN3459_c0_g1_i10" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 35.345 116 64 3 1029 1343 512 627 5.8e-14 75.9
"12501" "TRINITY_DN3459_c0_g1_i8" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 36.735 343 178 11 117 1049 22 357 7.16e-55 196
"12502" "TRINITY_DN3459_c0_g1_i8" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 35.345 116 64 3 1029 1343 512 627 5.8e-14 75.9
"12503" "TRINITY_DN3459_c0_g1_i4" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 36.667 330 170 10 224 1117 22 344 3.58e-55 193
"12504" "TRINITY_DN3459_c0_g1_i1" "tr|A0A1Q9EUT5|A0A1Q9EUT5_SYMMI" 36.735 343 178 11 117 1049 22 357 7.16e-55 196
