target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN27682_c0_g1_i3,sp|B4PVH6|CARM1_DROYA,3.00E-86
TRINITY_DN4648_c0_g2_i2,sp|Q09172|PP2C2_SCHPO,1.75E-35
TRINITY_DN3844_c0_g1_i6,sp|Q55GN6|Y7588_DICDI,9.65E-30
TRINITY_DN36640_c0_g1_i4,sp|Q9Y251|HPSE_HUMAN,1.39E-49
TRINITY_DN7909_c0_g1_i3,sp|Q9SR00|PP213_ARATH,4.90E-35
TRINITY_DN8531_c0_g1_i3,sp|Q9SPE6|SNAA2_ARATH,5.56E-44
TRINITY_DN19133_c0_g1_i2,sp|Q2KIA4|SCD5_BOVIN,2.43E-69
TRINITY_DN18194_c0_g1_i4,sp|Q91X83|METK1_MOUSE,2.90E-125
TRINITY_DN4008_c0_g1_i12,sp|O14327|PAB2_SCHPO,9.02E-33
TRINITY_DN12984_c0_g2_i5,sp|Q8W1X2|PDXK_ARATH,5.47E-81
TRINITY_DN9088_c0_g1_i5,sp|O74351|NFS1_SCHPO,0
TRINITY_DN14299_c0_g2_i1,sp|A4III8|IFT56_XENTR,0
TRINITY_DN864_c0_g1_i1,sp|Q5H8A6|CASTO_LOTJA,1.17E-78
TRINITY_DN11691_c0_g1_i2,sp|Q6DEL1|S38A7_DANRE,3.17E-42
TRINITY_DN18093_c0_g1_i2,sp|Q54WT7|CTNS_DICDI,1.90E-40
TRINITY_DN689_c0_g1_i4,sp|O82528|RL15_PETHY,1.10E-77
TRINITY_DN3158_c0_g1_i1,sp|Q9JJY4|DDX20_MOUSE,6.95E-73
TRINITY_DN13506_c0_g1_i2,sp|Q5ZKQ6|DPOE2_CHICK,2.45E-40
TRINITY_DN9035_c0_g1_i3,sp|P15479|ACEA_RICCO,0
TRINITY_DN7618_c0_g1_i2,sp|Q9CS74|ECD_MOUSE,2.92E-21
TRINITY_DN14957_c0_g3_i1,sp|P42525|ERK1_DICDI,1.42E-107
TRINITY_DN12072_c1_g1_i1,sp|Q9SZW4|HMA2_ARATH,3.65E-121
TRINITY_DN7118_c0_g1_i1,sp|Q9SPK5|FTHS_ARATH,0
TRINITY_DN6787_c0_g1_i1,sp|Q8NEZ3|WDR19_HUMAN,0
TRINITY_DN8132_c0_g2_i1,sp|B0G143|UCPB_DICDI,5.36E-42
TRINITY_DN33169_c0_g1_i1,sp|Q9D9X6|ZSWM2_MOUSE,4.63E-33
TRINITY_DN15535_c0_g2_i3,sp|Q7XJ96|GAS8_CHLRE,1.69E-86
TRINITY_DN8806_c0_g1_i1,sp|O35231|KIFC3_MOUSE,1.06E-50
TRINITY_DN3532_c0_g1_i1,sp|P22125|RAB1_DIPOM,5.82E-103
TRINITY_DN8032_c0_g1_i1,sp|Q2HJ19|AB17A_BOVIN,9.76E-24
TRINITY_DN16954_c0_g1_i1,sp|F4IUX6|RENT2_ARATH,3.01E-95
TRINITY_DN6369_c0_g1_i1,sp|P52427|PSA4_SPIOL,3.32E-105
TRINITY_DN14702_c1_g2_i1,sp|Q9XGZ9|P2C72_ARATH,8.03E-24
TRINITY_DN4704_c0_g1_i2,sp|Q11183|TXND9_CAEEL,1.80E-43
TRINITY_DN13742_c0_g1_i1,sp|Q86A88|DYL_DICDI,5.08E-23
TRINITY_DN9674_c1_g1_i2,sp|Q55BQ3|SCY2_DICDI,3.70E-59
TRINITY_DN14234_c0_g1_i1,sp|Q8L829|ARI5_ARATH,1.46E-73
TRINITY_DN9407_c0_g1_i1,sp|Q8BP86|SNPC4_MOUSE,9.02E-27
TRINITY_DN4354_c0_g1_i2,sp|P57106|MDHC2_ARATH,2.07E-139
TRINITY_DN14102_c0_g1_i2,sp|A8ILK1|CFA52_CHLRE,1.32E-33
TRINITY_DN10448_c0_g1_i2,sp|P34600|YO61_CAEEL,5.42E-28
TRINITY_DN5781_c0_g1_i2,sp|Q9SUR9|SGT1A_ARATH,2.13E-47
TRINITY_DN3596_c0_g1_i2,sp|P53034|RFC2_DROME,2.29E-88
TRINITY_DN11900_c1_g1_i3,sp|O93257|XRCC6_CHICK,3.19E-36
TRINITY_DN6781_c0_g1_i2,sp|O15865|CDPK2_PLAFK,8.65E-135
TRINITY_DN5233_c0_g2_i1,sp|Q7ZVK3|SIR2_DANRE,1.15E-57
TRINITY_DN26572_c0_g1_i3,sp|Q92616|GCN1_HUMAN,0
TRINITY_DN14713_c0_g1_i1,sp|Q6AX60|PTHB1_XENLA,8.20E-133
TRINITY_DN3748_c0_g1_i4,sp|Q00808|HETE1_PODAS,4.20E-43
TRINITY_DN5405_c0_g1_i6,sp|Q4R649|BBS5_MACFA,2.79E-121
TRINITY_DN5162_c0_g2_i3,sp|A3RF36|AL3A1_CANLF,7.98E-88
TRINITY_DN17443_c0_g1_i3,sp|Q9M8D3|PUR4_ARATH,0
TRINITY_DN4263_c0_g1_i7,sp|Q5PPY1|MCS1A_XENLA,2.12E-63
TRINITY_DN6363_c0_g1_i8,sp|Q9WTR7|SC11C_RAT,1.26E-63
TRINITY_DN11900_c1_g1_i9,sp|Q9LFV6|RPOT2_ARATH,4.05E-137
TRINITY_DN7242_c0_g1_i5,sp|Q54GI9|PHB1_DICDI,4.23E-101
TRINITY_DN40971_c0_g1_i15,sp|Q9WY55|GCSH_THEMA,2.39E-26
TRINITY_DN10065_c0_g1_i6,sp|Q7K556|TTD14_DROME,2.71E-37
TRINITY_DN16649_c0_g1_i14,sp|Q54XK2|SC61A_DICDI,0
TRINITY_DN2778_c0_g3_i1,sp|P0CT30|SGT2_USTMA,3.43E-24
TRINITY_DN4161_c0_g1_i3,sp|Q5ZIM5|MAP1_CHICK,1.25E-70
TRINITY_DN6469_c0_g4_i3,sp|P28769|TCPA_ARATH,0
TRINITY_DN15368_c0_g1_i1,sp|Q7XJ53|P2C35_ARATH,4.37E-28
TRINITY_DN9692_c0_g1_i2,sp|Q54H55|Y8969_DICDI,6.68E-35
TRINITY_DN3165_c0_g1_i2,sp|O22941|IDE1_ARATH,2.89E-30
TRINITY_DN7443_c0_g1_i3,sp|P49018|GPI8_YEAST,4.54E-93
TRINITY_DN263_c0_g1_i7,sp|Q9XHS0|RS12_HORVU,3.54E-34
TRINITY_DN2641_c0_g1_i1,sp|O81983|SYS_HELAN,1.01E-153
TRINITY_DN21787_c0_g1_i1,sp|Q5ZDJ6|C3H8_ORYSJ,1.44E-25
TRINITY_DN19861_c0_g1_i3,sp|P27694|RFA1_HUMAN,1.92E-57
TRINITY_DN13786_c0_g1_i6,sp|Q7SXZ1|PIGB_DANRE,7.27E-52
TRINITY_DN4057_c0_g1_i2,sp|Q5R478|AP3M1_PONAB,5.49E-72
TRINITY_DN10004_c0_g1_i3,sp|Q5ZLN8|DDX55_CHICK,7.13E-139
TRINITY_DN2328_c0_g1_i3,sp|A9UNU6|BYST_MONBE,2.11E-98
TRINITY_DN28762_c0_g1_i1,sp|Q8NCL4|GALT6_HUMAN,7.36E-46
TRINITY_DN3723_c0_g2_i9,sp|Q9M5L0|RL35_EUPES,4.04E-37
TRINITY_DN2641_c0_g2_i1,sp|Q5NVK5|PGTA_PONAB,4.13E-38
TRINITY_DN10714_c0_g2_i3,sp|Q08972|NEW1_YEAST,5.91E-114
TRINITY_DN48828_c0_g1_i1,sp|Q6DHL4|SUMO2_DANRE,9.16E-24
TRINITY_DN9193_c0_g1_i1,sp|Q3UIR3|DTX3L_MOUSE,2.16E-24
TRINITY_DN9063_c0_g1_i2,sp|Q1LUA8|EI3EB_DANRE,2.16E-78
TRINITY_DN31037_c0_g1_i1,sp|Q54RY8|PHS_DICDI,3.27E-30
TRINITY_DN11011_c1_g2_i5,sp|Q5S7T7|TIM50_PHYIN,2.48E-23
TRINITY_DN11833_c0_g1_i6,sp|Q95LN3|ATLA2_MACFA,7.50E-27
TRINITY_DN4578_c0_g1_i3,sp|F4K1R2|HINT3_ARATH,7.82E-26
TRINITY_DN124_c0_g1_i7,sp|Q6PBF0|RL8_XENTR,3.00E-117
TRINITY_DN4312_c0_g1_i2,sp|P17608|RYH1_SCHPO,1.68E-47
TRINITY_DN7576_c0_g1_i3,sp|Q54NM9|STT3_DICDI,0
TRINITY_DN24924_c0_g1_i7,sp|Q57695|DAPA_METJA,1.08E-88
TRINITY_DN1998_c0_g1_i3,sp|Q73EJ5|Y363_BACC1,1.17E-41
TRINITY_DN9160_c0_g1_i5,sp|P73925|TRHBN_SYNY3,3.35E-25
TRINITY_DN3743_c0_g2_i1,sp|Q8N357|S35F6_HUMAN,7.50E-22
TRINITY_DN13843_c0_g2_i6,sp|O14111|PSD3_SCHPO,2.56E-42
TRINITY_DN6745_c0_g1_i1,sp|Q1JQC1|MFSD1_BOVIN,1.94E-42
TRINITY_DN15317_c0_g1_i2,sp|O59922|KAPR_EMENI,3.10E-66
TRINITY_DN8796_c0_g1_i6,sp|Q0IID2|TLDC2_BOVIN,6.65E-24
TRINITY_DN2441_c0_g1_i6,sp|Q7Z2H8|S36A1_HUMAN,3.08E-46
TRINITY_DN2810_c0_g1_i11,sp|Q84L08|GONS4_ARATH,4.91E-33
TRINITY_DN4263_c0_g1_i4,sp|Q5PPY1|MCS1A_XENLA,1.11E-64
TRINITY_DN2777_c0_g1_i1,sp|Q55GE2|ODC_DICDI,1.11E-67
TRINITY_DN4345_c0_g2_i1,sp|Q8GWE6|EER5_ARATH,2.26E-39
TRINITY_DN415_c1_g1_i1,sp|Q5QMN3|RH20_ORYSJ,0
TRINITY_DN12437_c0_g1_i2,sp|Q6ICB0|DESI1_HUMAN,8.61E-26
TRINITY_DN20813_c0_g1_i2,sp|Q9W603|SP16H_XENLA,1.06E-57
TRINITY_DN3987_c0_g1_i3,sp|P87144|SYTC_SCHPO,0
TRINITY_DN10847_c0_g1_i1,sp|Q7XJ96|GAS8_CHLRE,1.61E-107
TRINITY_DN17331_c1_g1_i1,sp|Q8K1E0|STX5_MOUSE,1.23E-39
TRINITY_DN243_c0_g1_i8,sp|Q9N2W7|NDUAC_CAEEL,5.91E-30
TRINITY_DN26674_c0_g1_i4,sp|Q63486|RRAGA_RAT,4.55E-129
TRINITY_DN17264_c0_g3_i2,sp|Q9Y7X4|YGRG_SCHPO,2.69E-42
TRINITY_DN22881_c0_g1_i9,sp|O74480|YQJ7_SCHPO,2.27E-35
TRINITY_DN1118_c0_g1_i11,sp|Q54VV7|Y0111_DICDI,3.57E-34
TRINITY_DN8228_c0_g1_i3,sp|Q9Z2I0|LETM1_MOUSE,2.87E-37
TRINITY_DN2361_c0_g2_i4,sp|Q5Z880|HRD1_ORYSJ,1.49E-51
TRINITY_DN4423_c1_g1_i4,sp|Q5ZL98|RPC1_CHICK,0
TRINITY_DN30794_c0_g1_i5,sp|P53702|CCHL_MOUSE,1.66E-46
TRINITY_DN1107_c1_g1_i17,sp|P52643|LDHD_ECOLI,3.74E-46
TRINITY_DN4018_c0_g1_i5,sp|A3E4D8|CALM_PROMN,4.57E-97
TRINITY_DN2594_c1_g1_i3,sp|Q45670|THES_BACSJ,3.75E-40
TRINITY_DN15350_c0_g1_i1,sp|Q8GYX8|DNJ10_ARATH,3.15E-47
TRINITY_DN10352_c0_g1_i2,sp|P46872|KRP85_STRPU,8.07E-44
TRINITY_DN855_c0_g2_i4,sp|Q75K27|RS24_DICDI,2.71E-33
TRINITY_DN36276_c0_g1_i3,sp|P31851|TABA_PSEAJ,7.12E-102
TRINITY_DN3171_c0_g2_i2,sp|O82531|PSB1_PETHY,2.82E-64
TRINITY_DN17200_c0_g2_i3,sp|Q6ICB0|DESI1_HUMAN,2.82E-22
TRINITY_DN4535_c0_g3_i2,sp|Q8IUC8|GLT13_HUMAN,4.16E-42
TRINITY_DN15939_c0_g1_i4,sp|Q8VE37|RCC1_MOUSE,1.64E-46
TRINITY_DN1702_c0_g1_i4,sp|Q7SXM7|PRP31_DANRE,2.01E-70
TRINITY_DN22565_c0_g1_i1,sp|Q9VAQ5|DIM1_DROME,4.97E-72
TRINITY_DN5955_c0_g1_i1,sp|Q95JP0|WDR63_MACFA,1.70E-92
TRINITY_DN10853_c2_g1_i3,sp|Q4R571|TSSC1_MACFA,9.11E-41
TRINITY_DN4803_c0_g3_i2,sp|O34313|NTPES_BACSU,1.10E-36
TRINITY_DN12762_c0_g1_i21,sp|Q54WR9|GLNA3_DICDI,3.44E-146
TRINITY_DN9003_c0_g2_i1,sp|Q9QVC8|FKBP4_RAT,2.19E-21
TRINITY_DN31411_c0_g1_i1,sp|F4ILR7|DEXH1_ARATH,5.45E-77
TRINITY_DN2800_c0_g1_i4,sp|Q9HZP6|ETFB_PSEAE,2.72E-87
TRINITY_DN7652_c0_g1_i7,sp|Q8CDN6|TXNL1_MOUSE,4.83E-23
TRINITY_DN8847_c0_g1_i3,sp|Q4V8U5|ANO10_DANRE,2.59E-33
TRINITY_DN2_c0_g1_i6,sp|Q39613|CYPH_CATRO,1.79E-86
TRINITY_DN3893_c0_g1_i1,sp|Q6GLT8|FAHD2_XENLA,4.86E-91
TRINITY_DN11814_c1_g1_i1,sp|Q6DEL1|S38A7_DANRE,4.04E-36
TRINITY_DN26912_c0_g1_i3,sp|O14678|ABCD4_HUMAN,1.26E-29
TRINITY_DN2634_c0_g2_i4,sp|Q9FXA2|PABP8_ARATH,1.43E-29
TRINITY_DN7279_c0_g2_i3,sp|P36017|VPS21_YEAST,2.39E-46
TRINITY_DN15141_c1_g3_i2,sp|Q9WVL0|MAAI_MOUSE,2.50E-58
TRINITY_DN13865_c0_g1_i3,sp|Q1JQA0|PPT2_BOVIN,6.92E-29
TRINITY_DN24240_c0_g2_i2,sp|Q03168|ASPP_AEDAE,8.98E-26
TRINITY_DN16942_c0_g1_i5,sp|P34120|PSA7_DICDI,1.01E-101
TRINITY_DN2381_c0_g1_i3,sp|O13823|IMP4_SCHPO,2.07E-90
TRINITY_DN4624_c0_g1_i2,sp|Q567Y6|IFT22_DANRE,2.08E-34
TRINITY_DN13519_c1_g1_i4,sp|Q8NHH1|TTL11_HUMAN,4.43E-49
TRINITY_DN9479_c0_g1_i2,sp|Q38922|RAB1B_ARATH,9.96E-35
TRINITY_DN7447_c1_g1_i2,sp|Q5U3F2|SLU7_DANRE,1.34E-95
TRINITY_DN14750_c0_g3_i2,sp|Q64380|SARDH_RAT,1.67E-92
TRINITY_DN23563_c0_g1_i3,sp|Q8L7L1|SPHK1_ARATH,1.54E-41
TRINITY_DN217_c0_g2_i8,sp|Q18885|BTF3_CAEEL,1.77E-40
TRINITY_DN18990_c0_g1_i3,sp|O15726|KC1_PLAF4,9.49E-46
TRINITY_DN5192_c0_g1_i3,sp|P38861|NMD3_YEAST,1.47E-58
TRINITY_DN4260_c0_g1_i5,sp|P25387|GBLP_CHLRE,5.72E-136
TRINITY_DN4612_c0_g1_i3,sp|Q09172|PP2C2_SCHPO,2.35E-37
TRINITY_DN10324_c0_g1_i1,sp|Q91437|PYR1_SQUAC,0
TRINITY_DN12040_c2_g1_i6,sp|Q9XWF4|IMPCT_CAEEL,7.54E-22
TRINITY_DN14114_c0_g2_i1,sp|Q8BGF3|WDR92_MOUSE,4.48E-139
TRINITY_DN7576_c0_g1_i6,sp|Q54NM9|STT3_DICDI,0
TRINITY_DN2570_c0_g1_i1,sp|Q9R1P4|PSA1_MOUSE,1.24E-97
TRINITY_DN8319_c0_g1_i4,sp|Q9C5U3|PRS8A_ARATH,0
TRINITY_DN24760_c0_g2_i1,sp|Q6K9A2|CCR1_ORYSJ,1.09E-29
TRINITY_DN12024_c0_g1_i2,sp|P20449|DBP5_YEAST,7.34E-95
TRINITY_DN4077_c0_g3_i1,sp|Q75JD5|PCKA_DICDI,0
TRINITY_DN9063_c0_g1_i10,sp|Q1LUA8|EI3EB_DANRE,1.13E-78
TRINITY_DN25336_c0_g2_i6,sp|P49165|RL4_URECA,5.89E-127
TRINITY_DN10461_c0_g1_i1,sp|Q3V384|LACE1_MOUSE,4.53E-51
TRINITY_DN14703_c0_g2_i1,sp|Q08BM8|CNOT7_DANRE,5.98E-38
TRINITY_DN15569_c0_g1_i4,sp|A2Z7B3|GME1_ORYSI,3.51E-37
TRINITY_DN5370_c0_g2_i2,sp|Q9ULJ7|ANR50_HUMAN,1.36E-40
TRINITY_DN19978_c0_g1_i2,sp|Q5RII9|KTNA1_DANRE,1.69E-123
TRINITY_DN16907_c0_g6_i5,sp|Q8H186|Y3545_ARATH,7.71E-45
TRINITY_DN12024_c0_g1_i3,sp|P20449|DBP5_YEAST,1.40E-93
TRINITY_DN834_c0_g1_i2,sp|Q39211|NRPB3_ARATH,3.88E-51
TRINITY_DN12334_c0_g1_i4,sp|P37116|NCPR_VIGRR,2.73E-84
TRINITY_DN1122_c0_g1_i1,sp|Q9WUU7|CATZ_MOUSE,2.30E-44
TRINITY_DN6569_c0_g1_i1,sp|Q55CD9|NDH_DICDI,3.25E-85
TRINITY_DN30320_c0_g1_i2,sp|Q8K339|KIN17_MOUSE,5.36E-90
TRINITY_DN5037_c0_g1_i4,sp|Q96PZ0|PUS7_HUMAN,1.14E-33
TRINITY_DN9950_c0_g1_i1,sp|Q9WUM3|COR1B_MOUSE,2.07E-95
TRINITY_DN8796_c0_g1_i4,sp|Q0IID2|TLDC2_BOVIN,7.62E-24
TRINITY_DN4789_c0_g1_i1,sp|Q5TYW6|RSPH9_DANRE,1.29E-32
TRINITY_DN36276_c0_g1_i1,sp|P31851|TABA_PSEAJ,9.39E-103
TRINITY_DN12495_c0_g1_i5,sp|Q9SLA1|P2C22_ARATH,9.41E-27
TRINITY_DN9924_c0_g2_i2,sp|P16521|EF3A_YEAST,1.67E-163
TRINITY_DN7416_c0_g2_i2,sp|Q11076|UBC17_CAEEL,5.41E-45
TRINITY_DN3620_c0_g1_i4,sp|Q8TC12|RDH11_HUMAN,1.03E-46
TRINITY_DN9292_c0_g1_i4,sp|A7TMF9|YTM1_VANPO,7.83E-38
TRINITY_DN483_c0_g1_i3,sp|Q23716|EF2_CRYPV,0
TRINITY_DN8031_c0_g1_i2,sp|E1BB03|ZRAB3_BOVIN,1.28E-102
TRINITY_DN7610_c0_g1_i3,sp|P70269|CATE_MOUSE,3.60E-60
TRINITY_DN17198_c0_g1_i2,sp|Q2KHZ8|GLCM_BOVIN,7.82E-72
TRINITY_DN8225_c0_g1_i4,sp|Q9AUV6|UGDH3_ORYSJ,0
TRINITY_DN14263_c0_g1_i8,sp|O00567|NOP56_HUMAN,1.37E-156
TRINITY_DN19142_c0_g1_i1,sp|Q5FPX9|ENGB_GLUOX,3.57E-35
TRINITY_DN13750_c0_g1_i8,sp|Q8BY89|CTL2_MOUSE,1.33E-37
TRINITY_DN12466_c1_g1_i1,sp|Q54QC8|SEC1_DICDI,2.61E-56
TRINITY_DN4029_c0_g1_i1,sp|P77526|YFCG_ECOLI,9.30E-52
TRINITY_DN4776_c0_g1_i5,sp|Q69ZP3|PNKD_MOUSE,3.45E-30
TRINITY_DN5442_c0_g2_i9,sp|O48844|PSD1A_ARATH,0
TRINITY_DN5979_c0_g1_i2,sp|Q9DE26|RUVB1_XENLA,0
TRINITY_DN20116_c0_g1_i1,sp|Q9SIC9|PP178_ARATH,1.85E-23
TRINITY_DN19266_c0_g1_i7,sp|Q6DD70|AB17C_XENLA,5.05E-50
TRINITY_DN513_c0_g2_i1,sp|Q2VZN0|ATPA_MAGSA,0
TRINITY_DN12283_c0_g1_i2,sp|C4L7I7|RLMI_TOLAT,1.38E-35
TRINITY_DN21917_c0_g1_i6,sp|Q9SH30|HMA5_ARATH,1.14E-119
TRINITY_DN4437_c0_g1_i2,sp|O34812|YFMJ_BACSU,4.51E-64
TRINITY_DN13504_c0_g1_i1,sp|Q90ZA1|PARN_XENLA,6.81E-29
TRINITY_DN26840_c0_g1_i2,sp|O59922|KAPR_EMENI,2.32E-57
TRINITY_DN10054_c0_g1_i2,sp|Q1JQC1|MFSD1_BOVIN,2.05E-52
TRINITY_DN6741_c0_g1_i1,sp|B3P230|SLX1_DROER,1.58E-33
TRINITY_DN6015_c0_g1_i1,sp|Q5RBT8|TM231_PONAB,5.37E-38
TRINITY_DN36029_c0_g2_i1,sp|Q0JHF8|F16P2_ORYSJ,8.99E-99
TRINITY_DN11693_c0_g1_i7,sp|A6H8T7|CBPC2_DANRE,3.93E-125
TRINITY_DN458_c0_g1_i9,sp|P26182|ACT_ACHBI,0
TRINITY_DN12770_c0_g1_i1,sp|Q5I0R4|CK070_XENTR,1.01E-30
TRINITY_DN6810_c0_g3_i3,sp|Q96PQ7|KLHL5_HUMAN,1.03E-33
TRINITY_DN1439_c0_g1_i2,sp|Q8VDM6|HNRL1_MOUSE,3.40E-86
TRINITY_DN31556_c0_g2_i1,sp|Q55BZ4|PCY2_DICDI,1.39E-94
TRINITY_DN4231_c0_g1_i1,sp|P11144|HSP70_PLAFA,0
TRINITY_DN3658_c0_g1_i2,sp|P35084|RPB1_DICDI,0
TRINITY_DN15579_c0_g1_i2,sp|Q6GL10|AB17C_XENTR,3.98E-42
TRINITY_DN6668_c0_g1_i4,sp|P53358|PCNA_STYCL,3.46E-33
TRINITY_DN10810_c0_g1_i1,sp|O29445|SERA_ARCFU,2.13E-25
TRINITY_DN15937_c0_g1_i1,sp|Q60HG6|CATC_MACFA,3.76E-27
TRINITY_DN3614_c0_g1_i3,sp|Q54XK2|SC61A_DICDI,0
TRINITY_DN6484_c0_g1_i17,sp|Q6DEL1|S38A7_DANRE,1.73E-36
TRINITY_DN7212_c0_g1_i2,sp|Q9T042|PDI54_ARATH,1.17E-21
TRINITY_DN8390_c0_g1_i1,sp|Q6NXG1|ESRP1_HUMAN,6.16E-21
TRINITY_DN11690_c2_g1_i5,sp|Q6ZDY8|SDHA_ORYSJ,0
TRINITY_DN6393_c0_g1_i6,sp|A0LJ41|DNAJ_SYNFM,6.59E-59
TRINITY_DN2496_c2_g2_i3,sp|Q9LT78|RD21C_ARATH,2.67E-52
TRINITY_DN5441_c0_g1_i2,sp|Q54RJ1|CNRB_DICDI,1.39E-83
TRINITY_DN11225_c0_g1_i3,sp|P32483|PABS_STRGR,2.95E-110
TRINITY_DN7559_c0_g4_i1,sp|Q66KL9|RBM42_XENTR,4.63E-42
TRINITY_DN3019_c0_g1_i1,sp|Q9D8W5|PSD12_MOUSE,1.39E-98
TRINITY_DN17258_c0_g1_i5,sp|Q9LPD9|MCM2_ARATH,0
TRINITY_DN1370_c2_g1_i4,sp|O14040|DI3L2_SCHPO,1.21E-72
TRINITY_DN10263_c0_g1_i3,sp|P92974|UBE12_ARATH,0
TRINITY_DN16334_c0_g1_i3,sp|Q8BHN3|GANAB_MOUSE,0
TRINITY_DN9609_c0_g2_i2,sp|Q9NGQ2|KIF1_DICDI,2.80E-79
TRINITY_DN3135_c0_g1_i4,sp|P09103|PDIA1_MOUSE,3.91E-35
TRINITY_DN13513_c0_g1_i14,sp|Q653S3|P2C70_ORYSJ,6.57E-62
TRINITY_DN42590_c0_g3_i1,sp|Q5RBB1|SENP1_PONAB,7.88E-35
TRINITY_DN4256_c0_g1_i3,sp|Q8AY73|XPO2_ORENI,2.46E-131
TRINITY_DN6947_c0_g1_i1,sp|O13755|OSM1_SCHPO,1.61E-109
TRINITY_DN5467_c0_g1_i4,sp|P53470|ACT1_SCHMA,6.42E-118
TRINITY_DN1148_c0_g1_i8,sp|Q9S9Z8|14311_ARATH,7.30E-109
TRINITY_DN9453_c1_g2_i7,sp|Q9SV21|COPB1_ARATH,0
TRINITY_DN5485_c0_g1_i1,sp|Q6CAW6|GWT1_YARLI,8.98E-51
TRINITY_DN7553_c0_g1_i1,sp|O81635|ATK4_ARATH,7.63E-74
TRINITY_DN11856_c0_g1_i8,sp|Q4UMH6|Y381_RICFE,7.65E-26
TRINITY_DN3835_c0_g1_i2,sp|Q5XLD3|KCRM_PIG,1.75E-110
TRINITY_DN13938_c0_g3_i2,sp|Q90Z08|U119B_DANRE,1.27E-54
TRINITY_DN22508_c0_g1_i7,sp|Q7MNR0|UNG_VIBVY,8.77E-68
TRINITY_DN12051_c0_g1_i3,sp|P11024|NNTM_BOVIN,0
TRINITY_DN2702_c0_g1_i7,sp|Q0VA61|HYOU1_XENTR,2.26E-59
TRINITY_DN4139_c0_g1_i1,sp|Q8BRF7|SCFD1_MOUSE,6.19E-99
TRINITY_DN19923_c0_g1_i2,sp|A6N6J5|WDR35_RAT,0
TRINITY_DN7488_c0_g2_i5,sp|Q9SA78|COPE1_ARATH,2.19E-23
TRINITY_DN18546_c0_g1_i2,sp|Q60HH1|TPP1_MACFA,4.03E-27
TRINITY_DN13103_c0_g1_i4,sp|O60508|PRP17_HUMAN,1.04E-149
TRINITY_DN4771_c0_g1_i5,sp|Q5EAR5|TRPT1_DANRE,2.03E-45
TRINITY_DN4300_c0_g1_i1,sp|Q9LZF6|CD48E_ARATH,0
TRINITY_DN1799_c0_g1_i3,sp|Q3US41|ESRP1_MOUSE,1.19E-25
TRINITY_DN22332_c0_g1_i5,sp|Q4PEQ5|MCA1_USTMA,5.58E-61
TRINITY_DN3332_c0_g1_i1,sp|Q5Z627|EF1G3_ORYSJ,4.75E-34
TRINITY_DN3886_c0_g3_i1,sp|P31320|KAPR_BLAEM,9.78E-68
TRINITY_DN6469_c0_g4_i1,sp|P28769|TCPA_ARATH,0
TRINITY_DN8791_c0_g1_i1,sp|Q10233|RPC2_SCHPO,0
TRINITY_DN34969_c0_g1_i1,sp|Q62976|KCMA1_RAT,3.94E-34
TRINITY_DN1152_c0_g2_i4,sp|Q941Q3|C3H37_ARATH,7.93E-47
TRINITY_DN5767_c0_g1_i2,sp|Q3U2U7|MET17_MOUSE,2.36E-23
TRINITY_DN9218_c0_g1_i1,sp|A8HUA1|CFA58_CHLRE,2.41E-115
TRINITY_DN808_c0_g1_i27,sp|Q24117|DYL1_DROME,8.44E-53
TRINITY_DN3519_c0_g1_i3,sp|Q52T38|ZDH22_ARATH,2.43E-29
TRINITY_DN13035_c0_g1_i5,sp|Q09747|DBP5_SCHPO,9.64E-107
TRINITY_DN3230_c0_g2_i3,sp|Q6IN85|P4R3A_HUMAN,1.68E-37
TRINITY_DN11082_c0_g1_i11,sp|O94269|UBP3_SCHPO,3.30E-40
TRINITY_DN26412_c0_g1_i1,sp|Q9GSB0|CRTP1_DICDI,3.72E-46
TRINITY_DN2467_c0_g2_i9,sp|Q2KDW6|DNAK_RHIEC,0
TRINITY_DN160_c0_g1_i10,sp|Q9H490|PIGU_HUMAN,7.10E-31
TRINITY_DN8031_c0_g1_i5,sp|E1BB03|ZRAB3_BOVIN,5.30E-103
TRINITY_DN6993_c0_g1_i3,sp|Q09734|MIP_TRYCR,8.86E-35
TRINITY_DN5607_c0_g1_i1,sp|Q2TBL6|TALDO_BOVIN,6.15E-136
TRINITY_DN20724_c0_g1_i3,sp|P25804|CYSP_PEA,1.64E-73
TRINITY_DN5927_c0_g1_i9,sp|O82201|AP4S_ARATH,7.81E-70
TRINITY_DN1249_c0_g3_i6,sp|Q3E9C0|CDPKY_ARATH,2.10E-36
TRINITY_DN3673_c0_g1_i3,sp|A9V3C0|KYNU_MONBE,2.64E-118
TRINITY_DN3476_c0_g2_i1,sp|Q54P04|RPB7_DICDI,1.90E-24
TRINITY_DN3787_c0_g1_i1,sp|Q9XG77|PSA6_TOBAC,3.30E-85
TRINITY_DN9088_c0_g1_i1,sp|O74351|NFS1_SCHPO,0
TRINITY_DN3844_c0_g1_i2,sp|Q55GN6|Y7588_DICDI,1.24E-29
TRINITY_DN4565_c0_g1_i8,sp|Q941I6|PMS1_ARATH,1.18E-68
TRINITY_DN4085_c0_g1_i1,sp|O74945|RIA1_SCHPO,1.69E-131
