"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"162198","TRINITY_DN104_c0_g1_i7","gi|89078342|gb|DQ388800.1|",1.38e-38,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162200","TRINITY_DN104_c0_g1_i6","gi|89078342|gb|DQ388800.1|",1.42e-38,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162218","TRINITY_DN100_c0_g1_i3","gi|1113018853|gb|KU291992.1|",0,931,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162219","TRINITY_DN100_c0_g1_i3","gi|1113018853|gb|KU291992.1|",3.94e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162220","TRINITY_DN100_c0_g1_i1","gi|1113018857|gb|KU291994.1|",1.06e-122,453,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162221","TRINITY_DN100_c0_g1_i1","gi|1113018857|gb|KU291994.1|",6.74e-24,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162222","TRINITY_DN100_c0_g1_i1","gi|1113018857|gb|KU291994.1|",1e-21,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162223","TRINITY_DN100_c0_g1_i4","gi|1113018857|gb|KU291994.1|",3.39e-166,598,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162224","TRINITY_DN100_c0_g1_i4","gi|1113018857|gb|KU291994.1|",5.78e-24,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162225","TRINITY_DN100_c0_g1_i4","gi|1113018857|gb|KU291994.1|",8.58e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162244","TRINITY_DN135_c1_g1_i1","gi|262401094|gb|FJ774728.1|",1.29e-114,425,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162303","TRINITY_DN127_c0_g1_i6","gi|995975384|gb|KU175342.1|",5.41e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162304","TRINITY_DN127_c0_g1_i7","gi|995975384|gb|KU175342.1|",2.76e-30,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162305","TRINITY_DN127_c0_g1_i1","gi|995975384|gb|KU175342.1|",1.24e-24,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162306","TRINITY_DN127_c0_g1_i5","gi|995975384|gb|KU175342.1|",4.63e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162307","TRINITY_DN127_c0_g1_i8","gi|995975384|gb|KU175342.1|",1.6e-34,159,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162308","TRINITY_DN127_c0_g1_i4","gi|995975384|gb|KU175342.1|",2.3e-30,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162334","TRINITY_DN177_c0_g1_i2","gi|330976893|gb|HQ436509.1|",0,699,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162335","TRINITY_DN177_c0_g1_i1","gi|330976893|gb|HQ436509.1|",0,699,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162339","TRINITY_DN185_c0_g1_i3","gi|262401228|gb|FJ774796.1|",2.27e-52,221,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162340","TRINITY_DN185_c0_g1_i3","gi|262401228|gb|FJ774796.1|",6.5e-34,159,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162341","TRINITY_DN185_c1_g2_i1","gi|1059521060|gb|KU716098.1|",0,1974,"39395","Cancer borealis","Jonah crab","Eukaryota"
"162346","TRINITY_DN167_c0_g1_i4","gi|227150232|gb|FJ372907.1|",0,778,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162347","TRINITY_DN167_c0_g1_i4","gi|227150232|gb|FJ372907.1|",2.61e-45,196,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162348","TRINITY_DN167_c0_g1_i6","gi|227150230|gb|FJ372906.1|",0,780,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162349","TRINITY_DN167_c0_g1_i7","gi|227150232|gb|FJ372907.1|",0,785,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162350","TRINITY_DN167_c0_g1_i7","gi|227150232|gb|FJ372907.1|",6.3e-53,221,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162351","TRINITY_DN167_c0_g1_i5","gi|227150230|gb|FJ372906.1|",0,911,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162352","TRINITY_DN167_c0_g1_i3","gi|227150232|gb|FJ372907.1|",0,785,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162353","TRINITY_DN167_c0_g1_i3","gi|227150232|gb|FJ372907.1|",5.22e-48,205,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162354","TRINITY_DN167_c0_g1_i1","gi|227150232|gb|FJ372907.1|",0,778,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162355","TRINITY_DN167_c0_g1_i1","gi|227150232|gb|FJ372907.1|",4.84e-48,205,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162356","TRINITY_DN167_c0_g1_i2","gi|227150230|gb|FJ372906.1|",0,919,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162357","TRINITY_DN167_c3_g1_i3","gi|1004508009|gb|KR061911.1|",5.65e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162358","TRINITY_DN167_c3_g1_i2","gi|1004508009|gb|KR061911.1|",0,1766,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162359","TRINITY_DN167_c3_g1_i1","gi|1004508009|gb|KR061911.1|",0,1766,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162360","TRINITY_DN167_c5_g1_i1","gi|261853454|gb|GU001713.1|",3.7e-27,134,"95603","Eriocheir japonica","Japanese mitten crab","Eukaryota"
"162361","TRINITY_DN167_c2_g1_i5","gi|1208038703|gb|KY303919.1|",2.32e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162362","TRINITY_DN167_c2_g1_i4","gi|1208038703|gb|KY303919.1|",1.3e-24,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162363","TRINITY_DN167_c2_g1_i1","gi|1208038703|gb|KY303919.1|",9.1e-27,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162364","TRINITY_DN167_c2_g1_i3","gi|1208038703|gb|KY303919.1|",4.21e-24,123,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162372","TRINITY_DN146_c6_g1_i1","gi|530341199|gb|KC011817.1|",9.21e-113,421,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162373","TRINITY_DN146_c6_g1_i1","gi|530341199|gb|KC011817.1|",3.67e-67,269,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162374","TRINITY_DN146_c6_g1_i1","gi|530341199|gb|KC011817.1|",1.91e-26,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162375","TRINITY_DN196_c0_g3_i2","gi|310693844|gb|GU568243.1|",3.16e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162376","TRINITY_DN196_c0_g3_i3","gi|310693844|gb|GU568243.1|",9.25e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162394","TRINITY_DN117_c0_g1_i11","gi|1409560519|gb|MF582352.1|",9.04e-31,147,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162405","TRINITY_DN102_c0_g1_i3","gi|557745719|gb|KC460326.1|",0,2989,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162406","TRINITY_DN102_c0_g1_i1","gi|557745719|gb|KC460326.1|",0,3047,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162407","TRINITY_DN102_c0_g1_i4","gi|557745721|gb|KC460327.1|",0,2908,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162408","TRINITY_DN102_c0_g1_i2","gi|557745721|gb|KC460327.1|",0,2850,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162431","TRINITY_DN149_c0_g3_i2","gi|338224393|gb|HM217840.1|",1.6e-158,572,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162432","TRINITY_DN149_c0_g3_i1","gi|338224393|gb|HM217840.1|",1.62e-158,572,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162443","TRINITY_DN121_c0_g2_i1","gi|56112340|gb|AY822650.1|",0,765,"6763","Callinectes sapidus","blue crab","Eukaryota"
"162477","TRINITY_DN30698_c0_g1_i1","gi|1338008442|gb|KY625632.1|",1.98e-101,379,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162633","TRINITY_DN4851_c0_g1_i8","gi|677283341|gb|KM433865.1|",3.64e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162634","TRINITY_DN4851_c0_g1_i3","gi|677283341|gb|KM433865.1|",4.12e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162635","TRINITY_DN4851_c0_g1_i9","gi|677283341|gb|KM433865.1|",3.86e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162636","TRINITY_DN4851_c0_g1_i5","gi|677283341|gb|KM433865.1|",3.62e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162641","TRINITY_DN21528_c0_g3_i1","gi|734567992|gb|KM596851.1|",1.71e-45,194,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162642","TRINITY_DN21528_c0_g1_i1","gi|734567992|gb|KM596851.1|",1.32e-31,147,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162643","TRINITY_DN21509_c0_g1_i1","gi|262401268|gb|FJ774816.1|",6.06e-123,452,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162656","TRINITY_DN21586_c0_g1_i3","gi|1236765732|gb|MF686677.1|",1.89e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162657","TRINITY_DN21586_c0_g1_i1","gi|1236765732|gb|MF686677.1|",2.01e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162658","TRINITY_DN21586_c0_g1_i2","gi|1236765732|gb|MF686677.1|",1.97e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162697","TRINITY_DN12540_c1_g1_i1","gi|1122815932|gb|KX785223.1|",7.79e-56,230,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162698","TRINITY_DN12540_c1_g1_i1","gi|1122815932|gb|KX785223.1|",4.31e-40,178,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162702","TRINITY_DN12568_c0_g1_i2","gi|1142895164|gb|KX870110.1|",2.08e-34,159,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162703","TRINITY_DN12568_c0_g1_i1","gi|1142895164|gb|KX870110.1|",3.44e-57,235,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162711","TRINITY_DN12530_c0_g2_i1","gi|1208038703|gb|KY303919.1|",1.04e-21,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162712","TRINITY_DN12593_c1_g1_i1","gi|530723036|gb|KC131030.1|",1.5e-24,123,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162713","TRINITY_DN12593_c0_g1_i1","gi|295393578|gb|GU992421.1|",4.44e-70,275,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162723","TRINITY_DN28909_c0_g2_i1","gi|1068289570|gb|KU681457.1|",5.23e-56,228,"39395","Cancer borealis","Jonah crab","Eukaryota"
"162724","TRINITY_DN28909_c0_g1_i1","gi|1068289570|gb|KU681457.1|",0,1252,"39395","Cancer borealis","Jonah crab","Eukaryota"
"162731","TRINITY_DN28997_c0_g1_i1","gi|906358700|gb|KT161948.1|",1.98e-96,363,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162740","TRINITY_DN19844_c0_g1_i1","gi|1189483576|gb|KU644142.1|",0,1126,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162741","TRINITY_DN19844_c0_g1_i4","gi|1189483576|gb|KU644142.1|",0,1126,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162749","TRINITY_DN19872_c0_g1_i1","gi|89078342|gb|DQ388800.1|",1.96e-40,178,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162761","TRINITY_DN20793_c0_g1_i1","gi|902942563|gb|KR108010.1|",0,2488,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162762","TRINITY_DN20793_c0_g1_i1","gi|902942563|gb|KR108010.1|",8.3e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162784","TRINITY_DN20706_c0_g1_i4","gi|743692761|gb|KP072517.1|",4.8e-107,399,"85551","Scylla olivacea","orange mud crab","Eukaryota"
"162785","TRINITY_DN20706_c0_g1_i2","gi|260060541|gb|GQ861517.1|",5.34e-47,199,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162786","TRINITY_DN20706_c0_g1_i1","gi|743692761|gb|KP072517.1|",4.01e-108,403,"85551","Scylla olivacea","orange mud crab","Eukaryota"
"162787","TRINITY_DN20706_c0_g1_i5","gi|743692761|gb|KP072517.1|",2.1e-105,394,"85551","Scylla olivacea","orange mud crab","Eukaryota"
"162823","TRINITY_DN19992_c0_g5_i1","gi|1122815932|gb|KX785223.1|",1.75e-21,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162855","TRINITY_DN19956_c0_g2_i1","gi|530723036|gb|KC131030.1|",1.23e-33,154,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162857","TRINITY_DN45113_c0_g1_i1","gi|262401437|gb|FJ774901.1|",4.08e-150,542,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162903","TRINITY_DN20827_c0_g1_i1","gi|1235114813|gb|MF124319.1|",0,1232,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162904","TRINITY_DN20872_c0_g2_i1","gi|1122815934|gb|KX785224.1|",3.96e-57,232,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162905","TRINITY_DN20872_c0_g1_i1","gi|1122815934|gb|KX785224.1|",0,2751,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162906","TRINITY_DN20872_c0_g1_i2","gi|1122815934|gb|KX785224.1|",8.57e-109,407,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162927","TRINITY_DN11746_c1_g1_i1","gi|465829240|gb|JX391924.1|",8.73e-27,134,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162980","TRINITY_DN11771_c3_g1_i1","gi|1109582851|gb|KX037434.1|",7.8e-49,205,"39395","Cancer borealis","Jonah crab","Eukaryota"
"162998","TRINITY_DN9737_c0_g1_i3","gi|299560938|gb|GU183004.1|",3.42e-28,138,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162999","TRINITY_DN9737_c0_g1_i2","gi|299560938|gb|GU183004.1|",7.09e-28,138,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163000","TRINITY_DN9737_c0_g1_i1","gi|299560938|gb|GU183004.1|",3.08e-28,138,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163001","TRINITY_DN9737_c0_g1_i4","gi|299560938|gb|GU183004.1|",6.75e-28,138,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163013","TRINITY_DN9786_c0_g1_i2","gi|906542626|gb|KJ728650.1|",5.1e-60,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163014","TRINITY_DN9786_c0_g1_i4","gi|1122815932|gb|KX785223.1|",1.07e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163015","TRINITY_DN9786_c0_g1_i1","gi|906542626|gb|KJ728650.1|",5.1e-60,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163016","TRINITY_DN9786_c3_g1_i1","gi|906542626|gb|KJ728650.1|",1.28e-30,145,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163044","TRINITY_DN3058_c0_g1_i1","gi|333103093|gb|JF715398.1|",1.38e-74,291,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163045","TRINITY_DN3077_c0_g1_i4","gi|301030826|gb|GU373915.1|",1.56e-114,426,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163046","TRINITY_DN3077_c0_g1_i5","gi|301030826|gb|GU373915.1|",1.64e-114,426,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163047","TRINITY_DN3077_c0_g1_i2","gi|301030826|gb|GU373915.1|",4.67e-109,407,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163048","TRINITY_DN3077_c0_g1_i3","gi|301030826|gb|GU373915.1|",9.66e-111,414,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163049","TRINITY_DN3077_c0_g1_i1","gi|301030826|gb|GU373915.1|",1.9e-114,426,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163094","TRINITY_DN3002_c0_g1_i3","gi|971460610|emb|LN994608.1|",0,1501,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163095","TRINITY_DN3002_c0_g1_i4","gi|971460610|emb|LN994608.1|",0,1501,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163096","TRINITY_DN3002_c0_g1_i1","gi|971460610|emb|LN994608.1|",0,1501,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163111","TRINITY_DN3084_c1_g1_i2","gi|300089298|gb|GU206953.1|",2.26e-24,123,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163119","TRINITY_DN3096_c0_g1_i11","gi|1236765732|gb|MF686677.1|",4.06e-50,210,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163185","TRINITY_DN502_c0_g2_i1","gi|1122816253|gb|KX083344.1|",2.3e-38,172,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163186","TRINITY_DN502_c0_g1_i6","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163187","TRINITY_DN502_c0_g1_i7","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163188","TRINITY_DN502_c0_g1_i4","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163189","TRINITY_DN502_c0_g1_i5","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163190","TRINITY_DN502_c0_g1_i1","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163191","TRINITY_DN502_c0_g1_i3","gi|1122816253|gb|KX083344.1|",0,966,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163207","TRINITY_DN582_c2_g2_i4","gi|1109331206|gb|KX060741.1|",0,2161,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163208","TRINITY_DN582_c2_g2_i4","gi|1109331206|gb|KX060741.1|",0,1388,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163209","TRINITY_DN582_c2_g2_i3","gi|1109331206|gb|KX060741.1|",0,1388,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163210","TRINITY_DN582_c2_g2_i5","gi|1109331206|gb|KX060741.1|",0,3819,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163211","TRINITY_DN582_c2_g2_i5","gi|1109331206|gb|KX060741.1|",0,1508,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163212","TRINITY_DN582_c2_g2_i6","gi|1109331206|gb|KX060741.1|",0,1388,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163213","TRINITY_DN582_c2_g2_i2","gi|1109331206|gb|KX060741.1|",0,1391,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163214","TRINITY_DN582_c2_g2_i1","gi|1109331206|gb|KX060741.1|",0,1386,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163216","TRINITY_DN582_c2_g3_i2","gi|1109331206|gb|KX060741.1|",0,646,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163217","TRINITY_DN582_c2_g3_i1","gi|1109331206|gb|KX060741.1|",0,646,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163218","TRINITY_DN582_c2_g3_i3","gi|1109331206|gb|KX060741.1|",0,646,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"163234","TRINITY_DN577_c0_g2_i1","gi|262401393|gb|FJ774879.1|",6.69e-35,161,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"163241","TRINITY_DN500_c0_g1_i1","gi|89078342|gb|DQ388800.1|",6.98e-31,147,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163246","TRINITY_DN515_c0_g1_i1","gi|304272538|gb|HM059925.1|",6.94e-82,316,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163247","TRINITY_DN515_c0_g1_i2","gi|304272538|gb|HM059925.1|",6.29e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163248","TRINITY_DN515_c0_g1_i2","gi|304272538|gb|HM059925.1|",5.89e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163287","TRINITY_DN508_c0_g1_i3","gi|1278942036|gb|MF076567.1|",0,764,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163288","TRINITY_DN508_c0_g1_i4","gi|1278942036|gb|MF076567.1|",0,764,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163294","TRINITY_DN508_c0_g1_i1","gi|1278942036|gb|MF076567.1|",0,764,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163413","TRINITY_DN567_c1_g1_i1","gi|1040566954|gb|KU519401.1|",9.39e-178,636,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163430","TRINITY_DN594_c0_g2_i3","gi|971533767|gb|KU214500.1|",0,2583,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"163431","TRINITY_DN594_c0_g2_i2","gi|971533767|gb|KU214500.1|",0,2619,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"163432","TRINITY_DN594_c1_g2_i12","gi|1122815932|gb|KX785223.1|",1.5e-107,401,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163433","TRINITY_DN594_c1_g2_i12","gi|1122815932|gb|KX785223.1|",2.91e-53,221,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163434","TRINITY_DN594_c1_g2_i12","gi|1122815932|gb|KX785223.1|",5.26e-50,210,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163435","TRINITY_DN594_c1_g2_i3","gi|1122815932|gb|KX785223.1|",1.37e-90,345,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163436","TRINITY_DN594_c1_g2_i3","gi|1122815932|gb|KX785223.1|",7.1e-50,210,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163437","TRINITY_DN594_c1_g2_i3","gi|1122815932|gb|KX785223.1|",1.37e-33,156,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163438","TRINITY_DN594_c1_g2_i6","gi|1122815932|gb|KX785223.1|",2.87e-114,425,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163439","TRINITY_DN594_c1_g2_i6","gi|1122815932|gb|KX785223.1|",1e-113,423,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163440","TRINITY_DN594_c1_g2_i6","gi|1122815932|gb|KX785223.1|",1.14e-87,336,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163441","TRINITY_DN594_c1_g2_i6","gi|1122815932|gb|KX785223.1|",5.55e-79,307,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163442","TRINITY_DN594_c1_g2_i6","gi|1122815932|gb|KX785223.1|",1.59e-22,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163443","TRINITY_DN594_c1_g2_i4","gi|1122815932|gb|KX785223.1|",5.5e-46,196,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163444","TRINITY_DN594_c1_g2_i4","gi|1122815932|gb|KX785223.1|",1.38e-34,158,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"163445","TRINITY_DN594_c1_g2_i5","gi|218156976|gb|FJ439621.1|",3.79e-77,300,"6761","Scylla serrata","giant mud crab","Eukaryota"
