Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN3663_c0_g1_i7	14.33399573	7.190831832	2.306563077	3.11755265	0.001823594	0.046633251	sp	Q9HC10	OTOF_HUMAN	52.8	576	256	5	1755	67	321	893	1.9e-176	620.5	OTOF_HUMAN	reviewed	Otoferlin (Fer-1-like protein 2)	OTOF FER1L2	Homo sapiens (Human)	1997	membrane fusion [GO:0061025]; sensory perception of sound [GO:0007605]; synaptic vesicle exocytosis [GO:0016079]	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; synaptic vesicle membrane [GO:0030672]	calcium ion binding [GO:0005509]	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; synaptic vesicle membrane [GO:0030672]; calcium ion binding [GO:0005509]; membrane fusion [GO:0061025]; sensory perception of sound [GO:0007605]; synaptic vesicle exocytosis [GO:0016079]	GO:0005509; GO:0005789; GO:0005829; GO:0007605; GO:0016021; GO:0016079; GO:0016323; GO:0030054; GO:0030672; GO:0061025
TRINITY_DN3677_c0_g1_i6	15.13114954	7.270510751	2.199442003	3.305616034	0.000947679	0.025883471	sp	Q8T498	GAP2_DROME	48	737	287	13	4128	2104	153	855	5.9e-176	620.2	GAP2_DROME	reviewed	Probable Ras GTPase-activating protein	CG42684	Drosophila melanogaster (Fruit fly)	1580	inter-male aggressive behavior [GO:0002121]; negative regulation of Ras protein signal transduction [GO:0046580]; signal transduction [GO:0007165]	apical cortex [GO:0045179]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]	GTPase activator activity [GO:0005096]	apical cortex [GO:0045179]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]; GTPase activator activity [GO:0005096]; inter-male aggressive behavior [GO:0002121]; negative regulation of Ras protein signal transduction [GO:0046580]; signal transduction [GO:0007165]	GO:0002121; GO:0005096; GO:0007165; GO:0031235; GO:0045179; GO:0046580
TRINITY_DN3720_c0_g1_i2	20.89442384	7.736453895	2.04713933	3.779153564	0.000157362	0.00497513	sp	Q5R7Z9	HMCS1_PONAB	66.2	470	156	1	1763	363	1	470	1.6e-181	637.5	HMCS1_PONAB	reviewed	Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	HMGCS1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	520	cholesterol biosynthetic process [GO:0006695]; isoprenoid biosynthetic process [GO:0008299]	cytoplasm [GO:0005737]	hydroxymethylglutaryl-CoA synthase activity [GO:0004421]	cytoplasm [GO:0005737]; hydroxymethylglutaryl-CoA synthase activity [GO:0004421]; cholesterol biosynthetic process [GO:0006695]; isoprenoid biosynthetic process [GO:0008299]	GO:0004421; GO:0005737; GO:0006695; GO:0008299
TRINITY_DN373_c0_g1_i1	20.46670185	7.707112703	2.124171104	3.628291848	0.000285303	0.008618243	sp	O75925	PIAS1_HUMAN	50.8	433	196	6	1806	517	6	424	2.5e-115	417.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3746_c0_g1_i2	26.54603587	8.0816545	1.934634758	4.177354132	2.95e-05	0.001060255	sp	Q9XYN0	INX1_SCHAM	51.6	250	116	2	143	892	82	326	1.7e-78	295.4	INX1_SCHAM	reviewed	Innexin inx1 (Innexin-1) (G-Inx1)	inx1	Schistocerca americana (American grasshopper)	361	ion transport [GO:0006811]	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	gap junction channel activity [GO:0005243]	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; ion transport [GO:0006811]	GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0016021
TRINITY_DN3767_c0_g1_i8	84.85253413	9.757863258	1.644515442	5.933579588	2.96e-09	3.37e-07	sp	Q6A051	ATRN1_MOUSE	34.1	1508	641	43	4411	305	68	1361	1.3e-224	781.9	ATRN1_MOUSE	reviewed	Attractin-like protein 1	Atrnl1 Alp Atrnl Kiaa0534	Mus musculus (Mouse)	1378	G-protein coupled receptor signaling pathway [GO:0007186]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	carbohydrate binding [GO:0030246]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; G-protein coupled receptor signaling pathway [GO:0007186]	GO:0005886; GO:0007186; GO:0016021; GO:0030246
TRINITY_DN3851_c0_g1_i1	73.78335813	-3.210596304	0.861112048	-3.72843036	0.000192676	0.005995216	sp	Q01460	DIAC_RAT	45.1	319	174	1	1285	329	46	363	1.6e-82	308.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3881_c0_g1_i1	256.2019188	5.186191178	1.230786678	4.213720597	2.51e-05	0.000916477	sp	P62866	RS30_BOVIN	77.6	58	13	0	57	230	1	58	4.6e-18	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3882_c0_g1_i1	185.0320733	6.289426696	0.997013518	6.308266217	2.82e-10	4.66e-08	sp	Q54ES9	TCPB_DICDI	59.6	136	55	0	3	410	134	269	2.7e-38	159.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN401_c0_g1_i8	44.40249725	8.824362583	1.970540639	4.478142907	7.53e-06	0.000311722	sp	Q86X10	RLGPB_HUMAN	39.8	1602	762	36	153	4706	1	1484	3e-296	1020	RLGPB_HUMAN	reviewed	Ral GTPase-activating protein subunit beta (p170)	RALGAPB KIAA1219	Homo sapiens (Human)	1494	activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]		GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]	GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]	GO:0005096; GO:0046982; GO:0051056; GO:0090630
TRINITY_DN4011_c0_g1_i1	55.3719498	5.510389874	1.210342883	4.552751085	5.29e-06	0.000225235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4011_c0_g2_i1	73.44428235	6.615979843	1.187204725	5.572737122	2.51e-08	2.05e-06	sp	Q22036	CAN5_CAEEL	31.6	152	73	5	370	5	190	340	3.6e-13	76.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4060_c0_g1_i3	19.75509244	7.654930277	2.05045179	3.733289568	0.000188995	0.005889998	sp	Q5EBF1	5NTC_XENTR	57.4	524	209	6	1813	263	34	550	1.8e-175	617.5	5NTC_XENTR	reviewed	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)	nt5c2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	568	adenosine metabolic process [GO:0046085]; IMP metabolic process [GO:0046040]	cytoplasm [GO:0005737]	5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	cytoplasm [GO:0005737]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; adenosine metabolic process [GO:0046085]; IMP metabolic process [GO:0046040]	GO:0000166; GO:0005737; GO:0008253; GO:0046040; GO:0046085; GO:0046872
TRINITY_DN408_c0_g1_i2	35.76174939	8.512242256	2.023085305	4.207554786	2.58e-05	0.000938354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4184_c0_g1_i2	50.37361731	-9.241117429	2.154239967	-4.289734464	1.79e-05	0.000675204	sp	Q8NBN7	RDH13_HUMAN	52.9	240	112	1	1006	290	80	319	3.1e-65	250.4	RDH13_HUMAN	reviewed	Retinol dehydrogenase 13 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 7C member 3)	RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430	Homo sapiens (Human)	331	eye photoreceptor cell development [GO:0042462]; response to high light intensity [GO:0009644]; retina layer formation [GO:0010842]	mitochondrial inner membrane [GO:0005743]	NADP-retinol dehydrogenase activity [GO:0052650]	mitochondrial inner membrane [GO:0005743]; NADP-retinol dehydrogenase activity [GO:0052650]; eye photoreceptor cell development [GO:0042462]; response to high light intensity [GO:0009644]; retina layer formation [GO:0010842]	GO:0005743; GO:0009644; GO:0010842; GO:0042462; GO:0052650
TRINITY_DN4242_c0_g1_i2	131.850499	23.12402661	4.785110351	4.832495996	1.35e-06	6.6e-05	sp	Q8SQP4	H4_ENCCU	57.3	96	40	1	30	317	9	103	6.6e-22	104.8	H4_ENCCU	reviewed	Histone H4	HHF1 ECU09_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	103		nucleosome [GO:0000786]; nucleus [GO:0005634]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	GO:0000786; GO:0003677; GO:0005634; GO:0046982
TRINITY_DN4279_c0_g1_i1	16.39766115	7.384974627	2.218776135	3.328400063	0.000873463	0.024023297	sp	Q7PHR1	KIF1A_ANOGA	61.3	1115	360	20	55	3315	573	1644	0	1279.6	KIF1A_ANOGA	reviewed	Kinesin-like protein unc-104	unc-104 AGAP010519	Anopheles gambiae (African malaria mosquito)	1644	cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule-based movement [GO:0007018]; synaptic vesicle transport [GO:0048489]; vesicle transport along microtubule [GO:0047496]	cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; synapse [GO:0045202]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; synapse [GO:0045202]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule-based movement [GO:0007018]; synaptic vesicle transport [GO:0048489]; vesicle transport along microtubule [GO:0047496]	GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0005875; GO:0007018; GO:0008017; GO:0016887; GO:0030705; GO:0045202; GO:0047496; GO:0048489
TRINITY_DN428_c0_g1_i1	64.63396275	-9.604847354	2.175503066	-4.415000606	1.01e-05	0.000402912	sp	Q6GVM6	DDX3Y_PANTR	71	482	108	4	1730	297	125	578	1e-191	671.4	DDX3Y_PANTR	reviewed	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y	Pan troglodytes (Chimpanzee)	660	chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	GO:0003677; GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005829; GO:0006413; GO:0007059; GO:0010468; GO:0010501; GO:0016020; GO:0036464
TRINITY_DN4315_c0_g1_i2	17.0346044	-7.682569348	2.23050792	-3.444313862	0.000572511	0.016387806	sp	Q14CB8	RHG19_HUMAN	38.1	339	200	4	132	1124	109	445	5.8e-51	204.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4315_c0_g1_i7	25.43168597	8.018478361	1.973751229	4.062557755	4.85e-05	0.001677502	sp	Q6INE5	RHG19_XENLA	35.3	450	253	9	183	1451	38	476	4e-53	211.5	RHG19_XENLA	reviewed	Rho GTPase-activating protein 19 (Rho-type GTPase-activating protein 19)	arhgap19	Xenopus laevis (African clawed frog)	507	signal transduction [GO:0007165]		GTPase activator activity [GO:0005096]	GTPase activator activity [GO:0005096]; signal transduction [GO:0007165]	GO:0005096; GO:0007165
TRINITY_DN434_c1_g1_i2	182.5233537	-1.672935118	0.518001967	-3.22959221	0.001239669	0.03316747	sp	Q5XFY4	BCL7A_DANRE	64.2	53	19	0	83	241	1	53	1.2e-13	78.6	BCL7A_DANRE	reviewed	B-cell CLL/lymphoma 7 protein family member A	bcl7a zgc:92023	Danio rerio (Zebrafish) (Brachydanio rerio)	201					
TRINITY_DN4353_c0_g1_i1	19.1907267	7.614240059	2.150755328	3.540263256	0.000399728	0.011749855	sp	P91931	DCAM_DROME	45.5	242	123	3	1059	334	106	338	1.8e-56	221.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4353_c0_g1_i1	19.1907267	7.614240059	2.150755328	3.540263256	0.000399728	0.011749855	sp	P91931	DCAM_DROME	61	105	38	2	1460	1146	3	104	2e-26	122.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4409_c0_g1_i1	31.94595667	4.464890174	1.428908218	3.124686468	0.001779947	0.0457551	sp	Q6P8M1	TATD1_MOUSE	41	122	65	3	2	364	36	151	7.6e-19	94.7	TATD1_MOUSE	reviewed	Putative deoxyribonuclease TATDN1 (EC 3.1.21.-)	Tatdn1	Mus musculus (Mouse)	295	DNA catabolic process [GO:0006308]	nucleoplasm [GO:0005654]	deoxyribonuclease activity [GO:0004536]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; metal ion binding [GO:0046872]	nucleoplasm [GO:0005654]; deoxyribonuclease activity [GO:0004536]; endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]; metal ion binding [GO:0046872]; DNA catabolic process [GO:0006308]	GO:0004536; GO:0005654; GO:0006308; GO:0016888; GO:0046872
TRINITY_DN4463_c0_g1_i21	16.71599362	7.415208203	2.249232179	3.296773126	0.000978025	0.026638304	sp	Q91821	MELK_XENLA	46.8	673	304	14	577	2520	3	646	3.7e-152	540.8	MELK_XENLA	reviewed	Maternal embryonic leucine zipper kinase (MELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase)	melk	Xenopus laevis (African clawed frog)	651	apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell proliferation [GO:0008283]; establishment of cell polarity [GO:0030010]; hemopoiesis [GO:0030097]; microtubule cytoskeleton organization [GO:0000226]; neural precursor cell proliferation [GO:0061351]; positive regulation of apoptotic process [GO:0043065]; protein autophosphorylation [GO:0046777]	cell cortex [GO:0005938]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine/threonine kinase activity [GO:0004674]	cell cortex [GO:0005938]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine/threonine kinase activity [GO:0004674]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell proliferation [GO:0008283]; establishment of cell polarity [GO:0030010]; hemopoiesis [GO:0030097]; microtubule cytoskeleton organization [GO:0000226]; neural precursor cell proliferation [GO:0061351]; positive regulation of apoptotic process [GO:0043065]; protein autophosphorylation [GO:0046777]	GO:0000226; GO:0004674; GO:0004715; GO:0005509; GO:0005524; GO:0005886; GO:0005938; GO:0006915; GO:0007049; GO:0008283; GO:0008289; GO:0030010; GO:0030097; GO:0043065; GO:0046777; GO:0061351
TRINITY_DN4468_c0_g1_i1	29.05521398	8.212088998	1.910943648	4.297399876	1.73e-05	0.000654793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4468_c0_g2_i1	14.86618918	7.245931903	2.289755403	3.164500407	0.001553494	0.040570343	sp	Q7ZV90	PIF1_DANRE	55.6	72	31	1	226	14	299	370	2.7e-19	95.5	PIF1_DANRE	reviewed	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	pif1 zgc:56161	Danio rerio (Zebrafish) (Brachydanio rerio)	639	DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; G-quadruplex DNA unwinding [GO:0044806]; mitochondrial genome maintenance [GO:0000002]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; telomere maintenance [GO:0000723]	mitochondrion [GO:0005739]; nucleus [GO:0005634]; replication fork [GO:0005657]	ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; DNA binding [GO:0003677]; telomerase inhibitor activity [GO:0010521]	mitochondrion [GO:0005739]; nucleus [GO:0005634]; replication fork [GO:0005657]; ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; DNA binding [GO:0003677]; telomerase inhibitor activity [GO:0010521]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; G-quadruplex DNA unwinding [GO:0044806]; mitochondrial genome maintenance [GO:0000002]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; telomere maintenance [GO:0000723]	GO:0000002; GO:0000723; GO:0003677; GO:0005524; GO:0005634; GO:0005657; GO:0005739; GO:0006260; GO:0006281; GO:0006310; GO:0010521; GO:0032211; GO:0032508; GO:0043141; GO:0044806; GO:0051974
TRINITY_DN4503_c0_g1_i2	407.8636116	-1.844219363	0.548134975	-3.364535101	0.000766727	0.021447642	sp	Q5BJY3	IN80C_RAT	56.9	109	43	1	426	112	82	190	1.5e-27	124.4	IN80C_RAT	reviewed	INO80 complex subunit C	Ino80c	Rattus norvegicus (Rat)	191	chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	fibrillar center [GO:0001650]; Ino80 complex [GO:0031011]; MLL1 complex [GO:0071339]		fibrillar center [GO:0001650]; Ino80 complex [GO:0031011]; MLL1 complex [GO:0071339]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0001650; GO:0006281; GO:0006310; GO:0006338; GO:0006351; GO:0006355; GO:0031011; GO:0071339
TRINITY_DN451_c0_g1_i14	165.329328	-3.656638553	1.029768806	-3.550931561	0.00038387	0.011334546	sp	Q9BG99	TREX1_BOVIN	34	197	112	4	854	276	52	234	1.2e-21	105.5	TREX1_BOVIN	reviewed	Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1)	TREX1	Bos taurus (Bovine)	315	cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 3'-5' exonuclease activity [GO:0008408]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	GO:0003676; GO:0005634; GO:0005789; GO:0005829; GO:0006259; GO:0006281; GO:0007049; GO:0008296; GO:0008408; GO:0008853; GO:0046872
